OBJECTID,ROADNAME,RWCOMPKEY,SCFKEY,ROUTE,RESPONSE,PRIORITY,SNOW_DIST,STATE,STATE_OWND,CL_MILES,LANE_MILES,SHAPELEN
6734,SPEED AVE,17711,,V06,VACANT LOT,2,V,0,No,0,25.85,116.474782497382
6735,PARK BOUNDARY RD,17476,,V06,VACANT LOT,2,V,0,No,0,25.85,394.451669638808
6736,SPEED AVE,17758,,V06,VACANT LOT,2,V,0,No,0,25.85,409.483644970633
6737,PARK BOUNDARY RD,17390,,V06,VACANT LOT,2,V,0,No,0,25.85,571.355923447879
6738,CHEROKEE RD,17261,,V06,VACANT LOT,2,V,0,No,0,25.85,51.997557991238
6739,SPEED AVE,17609,,V06,VACANT LOT,2,V,0,No,0,25.85,161.794989014152
6740,PARK BOUNDARY RD,17388,,V06,VACANT LOT,2,V,0,No,0,25.85,187.099353769636
6741,PARK BOUNDARY RD,17372,,V06,VACANT LOT,2,V,0,No,0,25.85,281.368140914355
6742,NORRIS PL,18081,,V06,VACANT LOT,2,V,0,No,0,25.85,371.820613501083
6743,DOUGLASS BLVD,18428,,V06,VACANT LOT,2,V,0,No,0,25.85,285.72821575975
6744,NORRIS PL,20700,,V06,VACANT LOT,2,V,0,No,0,25.85,316.182702801801
6745,DOUGLASS BLVD,18458,,V06,VACANT LOT,2,V,0,No,0,25.85,318.01222161036
6746,NORRIS PL,20677,,V06,VACANT LOT,2,V,0,No,0,25.85,241.211614519813
6747,DOUGLASS BLVD,18393,,V06,VACANT LOT,2,V,0,No,0,25.85,276.430378045268
6748,DOUGLASS BLVD,18363,,V06,VACANT LOT,2,V,0,No,0,25.85,834.525937087739
6749,DOUGLASS BLVD,18481,,V06,VACANT LOT,2,V,0,No,0,25.85,322.451319416324
6750,NORRIS PL,17997,,V06,VACANT LOT,2,V,0,No,0,25.85,458.135531940672
6751,NORRIS PL,17900,,V06,VACANT LOT,2,V,0,No,0,25.85,401.111444146138
6752,NORRIS PL,17804,,V06,VACANT LOT,2,V,0,No,0,25.85,289.670042450088
6753,DOUGLASS BLVD,18493,,V06,VACANT LOT,2,V,0,No,0,25.85,217.821731234549
6754,NORRIS PL,20687,,V06,VACANT LOT,2,V,0,No,0,25.85,404.879463462997
6755,NORRIS PL,18151,,V06,VACANT LOT,2,V,0,No,0,25.85,352.943692392993
6756,NORRIS PL,18330,,V06,VACANT LOT,2,V,0,No,0,25.85,324.929709947013
6757,NORRIS PL,18263,,V06,VACANT LOT,2,V,0,No,0,25.85,434.879742716305
6758,NORRIS PL,18453,,V06,VACANT LOT,2,V,0,No,0,25.85,268.590919487703
6759,NORRIS PL,18398,,V06,VACANT LOT,2,V,0,No,0,25.85,356.366646170704
6760,NORRIS PL,18492,,V06,VACANT LOT,2,V,0,No,0,25.85,223.549933123986
6761,DOUGLASS BLVD,18246,,V06,VACANT LOT,2,V,0,No,0,25.85,736.771728698331
6762,CHEROKEE RD,20566,,V06,VACANT LOT,2,V,0,No,0,25.85,769.262577581553
6763,DEER PARK AVE,17880,,V06,VACANT LOT,3,V,0,No,0,25.85,1113.03327808516
6764,GRAY FOX RD,17290,,V06,VACANT LOT,3,V,0,No,0,25.85,630.469180268789
6765,ELLERBE AVE,17697,,V06,VACANT LOT,3,V,0,No,0,25.85,264.714069488645
6766,ROSEDALE AVE,18323,,V06,VACANT LOT,3,V,0,No,0,25.85,372.791150270916
6767,DOUGLASS BLVD,17588,,V06,VACANT LOT,3,V,0,No,0,25.85,191.312405891173
6768,PRINCETON DR,18383,,V06,VACANT LOT,3,V,0,No,0,25.85,463.420731950213
6769,ALFRESCO PL,18244,,V06,VACANT LOT,3,V,0,No,0,25.85,896.230150234337
6770,HAMPDEN CT,17795,,V06,VACANT LOT,3,V,0,No,0,25.85,109.046663664002
6771,SPRING DR,17868,,V06,VACANT LOT,3,V,0,No,0,25.85,311.17025496657
6772,DEERWOOD AVE,18059,,V06,VACANT LOT,3,V,0,No,0,25.85,453.766173563525
6773,WALLACE AVE,18129,,V06,VACANT LOT,3,V,0,No,0,25.85,129.594389453628
6774,VILLAGE DR,17682,,V06,VACANT LOT,3,V,0,No,0,25.85,1538.28001373069
6775,ALFRESCO PL,18108,,V06,VACANT LOT,3,V,0,No,0,25.85,946.04428080825
6776,SPEED AVE,17539,,V06,VACANT LOT,3,V,0,No,0,25.85,630.940252011632
6777,VILLAGE DR,17785,,V06,VACANT LOT,3,V,0,No,0,25.85,690.492433099425
6778,DOUGLASS BLVD,17654,,V06,VACANT LOT,3,V,0,No,0,25.85,611.602766412855
6779,VILLAGE DR,17867,,V06,VACANT LOT,3,V,0,No,0,25.85,769.184613006622
6780,SPEED AVE,18004,,V06,VACANT LOT,3,V,0,No,0,25.85,423.421673367143
6781,ELEANOR AVE,17791,,V06,VACANT LOT,3,V,0,No,0,25.85,203.21635306117
6782,GRASMERE DR,17819,,V06,VACANT LOT,3,V,0,No,0,25.85,388.054204785185
6783,DEERWOOD AVE,18082,,V06,VACANT LOT,3,V,0,No,0,25.85,155.323947056899
6784,GRASMERE DR,17940,,V06,VACANT LOT,3,V,0,No,0,25.85,442.102872983268
6785,DEER LN,18084,,V06,VACANT LOT,3,V,0,No,0,25.85,502.783468049149
6786,SPEED AVE,18287,,V06,VACANT LOT,3,V,0,No,0,25.85,374.148640841528
6787,RUTHERFORD AVE,18198,,V06,VACANT LOT,3,V,0,No,0,25.85,1130.93558507326
6788,SPEED AVE,18225,,V06,VACANT LOT,3,V,0,No,0,25.85,239.882460804375
6789,WALLACE AVE,18106,,V06,VACANT LOT,3,V,0,No,0,25.85,422.719971520751
6790,ALTA AVE,17321,,V06,VACANT LOT,3,V,0,No,0,25.85,645.861512169584
6791,COWLING AVE,17415,,V06,VACANT LOT,3,V,0,No,0,25.85,78.2442305232693
6792,RICHMOND DR,40250,,V06,VACANT LOT,3,V,0,No,0,25.85,242.029146649995
6793,DEERWOOD AVE,17977,,V06,VACANT LOT,3,V,0,No,0,25.85,616.237273950584
6794,GRASMERE DR,17839,,V06,VACANT LOT,3,V,0,No,0,25.85,226.108779151419
6795,SPEED AVE,17492,,V06,VACANT LOT,3,V,0,No,0,25.85,449.043577003089
6796,INGLESIDE DR,17525,,V06,VACANT LOT,3,V,0,No,0,25.85,384.575207995867
6797,WALLACE AVE,18272,,V06,VACANT LOT,3,V,0,No,0,25.85,562.365154468951
6798,VALLEY VISTA RD,18767,,V06,VACANT LOT,3,V,0,No,0,25.85,1529.86945682849
6799,COWLING AVE,17535,,V06,VACANT LOT,3,V,0,No,0,25.85,424.96827959875
6800,COWLING AVE,17481,,V06,VACANT LOT,3,V,0,No,0,25.85,359.485143684905
6801,ELEANOR AVE,17802,,V06,VACANT LOT,3,V,0,No,0,25.85,79.9070842519487
6802,HAMPDEN CT,17771,,V06,VACANT LOT,3,V,0,No,0,25.85,187.048686901968
6803,HAMPDEN CT,36099,,V06,VACANT LOT,3,V,0,No,0,25.85,225.616102122476
6804,DUKER AVE,17734,,V06,VACANT LOT,3,V,0,No,0,25.85,966.997180685594
6805,SPEED AVE,17591,,V06,VACANT LOT,3,V,0,No,0,25.85,683.639816572386
6806,BARNEY AVE,17246,,V06,VACANT LOT,3,V,0,No,0,25.85,378.04705799621
6807,HAMPDEN CT,17840,,V06,VACANT LOT,3,V,0,No,0,25.85,321.166077075495
6808,ROSEDALE AVE,18384,,V06,VACANT LOT,3,V,0,No,0,25.85,277.68783057599
6809,SHADY LN,17992,,V06,VACANT LOT,3,V,0,No,0,25.85,541.758037180806
6810,SPRING DR,17818,,V06,VACANT LOT,3,V,0,No,0,25.85,980.926548913881
6811,VILLAGE DR,17696,,V06,VACANT LOT,3,V,0,No,0,25.85,465.742488344773
6812,SPEED AVE,17552,,V06,VACANT LOT,3,V,0,No,0,25.85,137.021155716511
6813,BROOKSIDE DR,17526,,V06,VACANT LOT,3,V,0,No,0,25.85,646.328004217887
6814,ELEANOR AVE,17738,,V06,VACANT LOT,3,V,0,No,0,25.85,314.490747969362
6815,RUTHERFORD AVE,18322,,V06,VACANT LOT,3,V,0,No,0,25.85,815.627301241964
6816,DEER LN,18041,,V06,VACANT LOT,3,V,0,No,0,25.85,675.267393481824
6817,CHEROKEE RD,20638,,V06,VACANT LOT,3,V,0,No,0,25.85,435.542745549284
6818,SHERWOOD AVE,36154,,V06,VACANT LOT,3,V,0,No,0,25.85,2115.05684016142
6819,COWLING AVE,17403,,V06,VACANT LOT,3,V,0,No,0,25.85,442.760665967659
6820,SPEED AVE,17932,,V06,VACANT LOT,3,V,0,No,0,25.85,1158.35476740788
6821,SULGRAVE RD,17452,,V06,VACANT LOT,3,V,0,No,0,25.85,1048.41476326798
6822,ROSEDALE AVE,18245,,V06,VACANT LOT,3,V,0,No,0,25.85,349.534441929994
6823,VILLAGE DR,17695,,V06,VACANT LOT,3,V,0,No,0,25.85,106.515064709775
6824,DEER PARK AVE,18176,,V06,VACANT LOT,3,V,0,No,0,25.85,587.896382083153
6825,SPEED AVE,18182,,V06,VACANT LOT,3,V,0,No,0,25.85,245.12480603001
6826,COWLING AVE,17610,,V06,VACANT LOT,3,V,0,No,0,25.85,558.52316088586
6827,VALLETTA LN,17670,,V06,VACANT LOT,3,V,0,No,0,25.85,1208.4487882441
6828,INGLESIDE DR,17573,,V06,VACANT LOT,3,V,0,No,0,25.85,250.30468638056
6829,WOODBOURNE AVE,17751,,V06,VACANT LOT,3,V,0,No,0,25.85,340.428473879793
6830,ELEANOR AVE,17876,,V06,VACANT LOT,3,V,0,No,0,25.85,302.364535784209
6831,WOODBOURNE AVE,17713,,V06,VACANT LOT,3,V,0,No,0,25.85,331.073959321214
6832,ELLERBE AVE,17754,,V06,VACANT LOT,3,V,0,No,0,25.85,298.516158869583
6833,TALBOTT AVE,18210,,V06,VACANT LOT,3,V,0,No,0,25.85,619.030299380864
6834,DOUGLASS BLVD,17875,,V06,VACANT LOT,3,V,0,No,0,25.85,826.137537909112
6835,CHEROSEN RD,17572,,V06,VACANT LOT,3,V,0,No,0,25.85,1193.29138188378
6836,DOUGLASS BLVD,17753,,V06,VACANT LOT,3,V,0,No,0,25.85,432.888636202163
6837,WOODBOURNE AVE,17919,,V06,VACANT LOT,3,V,0,No,0,25.85,206.217800516832
6838,WOODBOURNE AVE,17669,,V06,VACANT LOT,3,V,0,No,0,25.85,422.476225891261
6839,INGLESIDE DR,17618,,V06,VACANT LOT,3,V,0,No,0,25.85,278.602433163148
6840,DOUGLASS BLVD,17680,,V06,VACANT LOT,3,V,0,No,0,25.85,446.37549854092
6841,WALLACE AVE,18015,,V06,VACANT LOT,3,V,0,No,0,25.85,399.533028202926
6842,DOUGLASS BLVD,17987,,V06,VACANT LOT,3,V,0,No,0,25.85,798.50894494442
6843,WOODBOURNE AVE,17756,,V06,VACANT LOT,3,V,0,No,0,25.85,67.2853409230049
6844,TALBOTT AVE,18235,,V06,VACANT LOT,3,V,0,No,0,25.85,79.1877579999943
6845,CAROLINA AVE,17800,,V06,VACANT LOT,3,V,0,No,0,25.85,740.193972877632
6846,WOODBOURNE AVE,17799,,V06,VACANT LOT,3,V,0,No,0,25.85,273.02010869131
6847,WOODBOURNE AVE,18007,,V06,VACANT LOT,3,V,0,No,0,25.85,608.734173789399
6848,WOODBOURNE AVE,17617,,V06,VACANT LOT,3,V,0,No,0,25.85,1239.33620973302
6849,ELEANOR AVE,18008,,V06,VACANT LOT,3,V,0,No,0,25.85,582.237941825816
6850,WOODBOURNE AVE,17891,,V06,VACANT LOT,3,V,0,No,0,25.85,237.84338513308
6851,TALBOTT AVE,18072,,V06,VACANT LOT,3,V,0,No,0,25.85,980.473300199004
6852,WOODBOURNE AVE,17851,,V06,VACANT LOT,3,V,0,No,0,25.85,381.986357014635
6853,SHADY LN,17916,,V06,VACANT LOT,3,V,0,No,0,25.85,741.909735648482
6854,ALFRESCO PL,18329,,V06,VACANT LOT,3,V,0,No,0,25.85,555.966570067673
6855,DEERWOOD AVE,17923,,V06,VACANT LOT,3,V,0,No,0,25.85,174.842765215024
6856,SPEED AVE,18080,,V06,VACANT LOT,3,V,0,No,0,25.85,458.008834859193
6857,SPEED AVE,18136,,V06,VACANT LOT,3,V,0,No,0,25.85,505.536081563976
6858,SHEFFIELD BLVD,18568,,V06,VACANT LOT,3,V,0,No,0,25.85,637.598442271869
6859,VALLEY VISTA RD,18567,,V06,VACANT LOT,3,V,0,No,0,25.85,789.761722785296
6860,SARATOGA DR,18394,,V06,VACANT LOT,3,V,0,No,0,25.85,314.152919068976
6861,DEER PARK AVE,18110,,V06,VACANT LOT,3,V,0,No,0,25.85,741.835180246658
6862,RUTHERFORD AVE,18397,,V06,VACANT LOT,3,V,0,No,0,25.85,588.868953614682
6863,RICHMOND DR,18262,,V06,VACANT LOT,3,V,0,No,0,25.85,532.548018023837
6864,RICHMOND DR,18500,,V06,VACANT LOT,3,V,0,No,0,25.85,1466.89812134529
6865,DOUGLASS BLVD,18138,,V06,VACANT LOT,3,V,0,No,0,25.85,1123.89452630129
6866,TERRY RD,40382,,V07,VACANT LOT,1,V,0.06445993895072381,Yes,0.06445994,43.3,558.31344438819
6867,TERRY RD,29101,,V07,VACANT LOT,1,V,0.1741110607090016,Yes,0.17411106,43.3,1508.0454487327
6868,TERRY RD,29103,,V07,VACANT LOT,1,V,0.04561155963639897,Yes,0.04561156,43.3,395.059812025206
6869,TERRY RD,29095,,V07,VACANT LOT,1,V,0.019057571523351635,Yes,0.01905757,43.3,165.065208851123
6870,GREENWOOD RD,29377,,V07,VACANT LOT,1,V,0.099780683494387845,Yes,0.09978068,43.3,864.24033279414
6871,TERRY RD,29128,,V07,VACANT LOT,1,V,0.046180500998756785,Yes,0.0461805,43.3,399.987786816157
6872,TERRY RD,29097,,V07,VACANT LOT,1,V,0.038999130503562476,Yes,0.03899913,43.3,337.787063460445
6873,GREENWOOD RD,29376,,V07,VACANT LOT,1,V,0.1063861294945789,Yes,0.10638613,43.3,921.452868678216
6874,TERRY RD,33238,,V07,VACANT LOT,1,V,0.01589471938404945,Yes,0.01589472,43.3,137.670301676337
6875,GREENWOOD RD,27600,,V07,VACANT LOT,1,V,0.02294814826068758,Yes,0.02294815,43.3,198.762936799879
6876,TERRY RD,29127,,V07,VACANT LOT,1,V,0.055904553040802836,Yes,0.05590455,43.3,484.211625449706
6877,TERRY RD,29100,,V07,VACANT LOT,1,V,0.15762933793167055,Yes,0.15762934,43.3,1365.2907059261
6878,TERRY RD,29125,,V07,VACANT LOT,1,V,0.02811685801192275,Yes,0.02811686,43.3,243.531538954793
6879,TERRY RD,33481,,V07,VACANT LOT,1,V,0.045425244978422985,Yes,0.04542524,43.3,393.44615878739
6880,TERRY RD,29099,,V07,VACANT LOT,1,V,0.02739455380709035,Yes,0.02739455,43.3,237.275108909805
6881,TERRY RD,33606,,V07,VACANT LOT,1,V,0.0731559704012899,Yes,0.07315597,43.3,633.633050292458
6882,GREENWOOD RD,28997,,V07,VACANT LOT,1,V,0.1287890127328401,Yes,0.12878901,43.3,1115.49340077021
6883,TERRY RD,29126,,V07,VACANT LOT,1,V,0.043665910185730648,Yes,0.04366591,43.3,378.207605726832
6884,TERRY RD,29121,,V07,VACANT LOT,1,V,0.04654022824251494,Yes,0.04654023,43.3,403.103547288859
6885,GREENWOOD RD,28994,,V07,VACANT LOT,1,V,0.01938862123679527,Yes,0.01938862,43.3,167.932611898531
6886,GREENWOOD RD,27593,,V07,VACANT LOT,1,V,0.041228682076061,Yes,0.04122868,43.3,357.098234497526
6887,GREENWOOD RD,28995,,V07,VACANT LOT,1,V,0.0059839980653985736,Yes,0.005984,43.3,51.8296069708132
6888,GREENWOOD RD,27604,,V07,VACANT LOT,1,V,0.0396443681722223,Yes,0.03964437,43.3,343.375899789502
6889,TERRY RD,29096,,V07,VACANT LOT,1,V,0.098137222059432275,Yes,0.09813722,43.3,850.177181325609
6890,GREENWOOD RD,27599,,V07,VACANT LOT,1,V,0.055565745012692527,Yes,0.05556575,43.3,481.277118757024
6891,GREENWOOD RD,27595,,V07,VACANT LOT,1,V,0.0132581521091223,Yes,0.01325815,43.3,114.834300543217
6892,TERRY RD,29102,,V07,VACANT LOT,1,V,0.030831228984683,Yes,0.03083123,43.3,267.041887005812
6893,GREENWOOD RD,29374,,V07,VACANT LOT,1,V,0.0392725535173802,Yes,0.03927255,43.3,340.155252481312
6894,GREENWOOD RD,31165,,V07,VACANT LOT,1,V,0.024058909842118448,Yes,0.02405891,43.3,208.535822315631
6895,GREENWOOD RD,27579,,V07,VACANT LOT,1,V,0.022987052616131015,Yes,0.02298705,43.3,199.146924571414
6896,GREENWOOD RD,28801,,V07,VACANT LOT,1,V,0.03089640102354247,Yes,0.0308964,43.3,267.606361754654
6897,GREENWOOD RD,27510,,V07,VACANT LOT,1,V,0.0173063093019617,Yes,0.01730631,43.3,149.896992725421
6898,GREENWOOD RD,27577,,V07,VACANT LOT,1,V,0.17002037959971536,Yes,0.17002038,43.3,1472.61849995244
6899,GREENWOOD RD,27586,,V07,VACANT LOT,1,V,0.16081488789193726,Yes,0.16081489,43.3,1392.88206400241
6900,GREENWOOD RD,33503,,V07,VACANT LOT,1,V,0.037923387290966275,Yes,0.03792339,43.3,328.469429613511
6901,GREENWOOD RD,27508,,V07,VACANT LOT,1,V,0.0153224788454776,Yes,0.01532248,43.3,132.71398876555
6902,GREENWOOD RD,33035,,V07,VACANT LOT,1,V,0.05977410323130982,Yes,0.0597741,43.3,518.072291673963
6903,GREENWOOD RD,27511,,V07,VACANT LOT,1,V,0.022084162249649156,Yes,0.02208416,43.3,191.291245582151
6904,GREENWOOD RD,31164,,V07,VACANT LOT,1,V,0.0429173645117465,Yes,0.04291736,43.3,371.747595527109
6905,GREENWOOD RD,28802,,V07,VACANT LOT,1,V,0.07973645267732915,Yes,0.07973645,43.3,690.629149516946
6906,GREENWOOD RD,27566,,V07,VACANT LOT,1,V,0.07977043375215764,Yes,0.07977043,43.3,691.077219953981
6907,GREENWOOD RD,27571,,V07,VACANT LOT,1,V,0.05633120830857847,Yes,0.05633121,43.3,488.224298771004
6908,GREENWOOD RD,27507,,V07,VACANT LOT,1,V,0.2072736033021538,Yes,0.2072736,43.3,1795.27963859612
6909,TERRY RD,29129,,V07,VACANT LOT,1,V,0.1437778376057715,Yes,0.14377784,43.3,1245.31729733053
6910,TERRY RD,29131,,V07,VACANT LOT,1,V,0.08412684606815687,Yes,0.08412685,43.3,728.656457595394
6911,GREENWOOD RD,28800,,V07,VACANT LOT,1,V,0.1058389957290456,Yes,0.105839,43.3,916.797615529829
6912,TERRY RD,29104,,V07,VACANT LOT,1,V,0.0413999986329388,Yes,0.0414,43.3,358.58209098152
6913,TERRY RD,29124,,V07,VACANT LOT,1,V,0.020418446454691128,Yes,0.02041845,43.3,176.852249231468
6914,TERRY RD,29094,,V07,VACANT LOT,1,V,0.045115745892121,Yes,0.04511575,43.3,390.792526811228
6915,GREENWOOD RD,27582,,V07,VACANT LOT,1,V,0.1190129420915955,Yes,0.11901294,43.3,1030.82748798399
6916,TERRY RD,29122,,V07,VACANT LOT,1,V,0.031840025793092655,Yes,0.03184003,43.3,275.779108759393
6917,TERRY RD,32126,,V07,VACANT LOT,1,V,0.04106062830184542,Yes,0.04106063,43.3,355.642633968604
6918,TERRY RD,29123,,V07,VACANT LOT,1,V,0.03881604275416772,Yes,0.03881604,43.3,336.201294835861
6919,TERRY RD,29098,,V07,VACANT LOT,1,V,0.04826071647601586,Yes,0.04826072,43.3,418.005504156681
6920,GREENWOOD RD,27610,,V07,VACANT LOT,1,V,0.03859965122023545,Yes,0.03859965,43.3,334.32693536817
6921,GREENWOOD RD,28992,,V07,VACANT LOT,1,V,0.00805743039812906,Yes,0.00805743,43.3,69.7888453322771
6922,GREENWOOD RD,27612,,V07,VACANT LOT,1,V,0.01166706164911885,Yes,0.01166706,43.3,101.053138651157
6923,GREENWOOD RD,28990,,V07,VACANT LOT,1,V,0.0275110113124174,Yes,0.02751101,43.3,238.28361933904
6924,UPPER HUNTERS TRCE,27167,,V07,VACANT LOT,2,V,0,No,0,43.3,572.974459019875
6925,CANE RUN RD,29656,,V07,VACANT LOT,2,V,0.048466396946721238,Yes,0.0484664,43.3,419.786892549362
6926,CANE RUN RD,29633,,V07,VACANT LOT,2,V,0.08782169762685425,Yes,0.0878217,43.3,760.659061183301
6927,UPPER HUNTERS TRCE,27172,,V07,VACANT LOT,2,V,0,No,0,43.3,412.281917779181
6928,FLINTLOCK DR,27354,,V07,VACANT LOT,2,V,0,No,0,43.3,338.778928113619
6929,LOWER HUNTERS TRCE,27419,,V07,VACANT LOT,2,V,0,No,0,43.3,417.521705002555
6930,FLINTLOCK DR,27341,,V07,VACANT LOT,2,V,0,No,0,43.3,209.583633492598
6931,UPPER HUNTERS TRCE,27269,,V07,VACANT LOT,2,V,0,No,0,43.3,828.008546270982
6932,GRASTON AVE,26975,,V07,VACANT LOT,2,V,0,No,0,43.3,288.451023856846
6933,SYLVANIA RD,37575,,V07,VACANT LOT,2,V,0,No,0,43.3,481.032936284643
6934,RUTLEDGE RD,29566,,V07,VACANT LOT,2,V,0,No,0,43.3,1973.25873708441
6935,GRASTON AVE,27146,,V07,VACANT LOT,2,V,0,No,0,43.3,295.972025911632
6936,RUTLEDGE RD,29715,,V07,VACANT LOT,2,V,0,No,0,43.3,1243.59460817602
6937,LOWER HUNTERS TRCE,29704,,V07,VACANT LOT,2,V,0,No,0,43.3,370.246260324921
6938,SKY BLUE AVE,27426,,V07,VACANT LOT,2,V,0,No,0,43.3,390.110883125347
6939,SKY BLUE AVE,27422,,V07,VACANT LOT,2,V,0,No,0,43.3,340.647852970798
6940,FLINTLOCK DR,27330,,V07,VACANT LOT,2,V,0,No,0,43.3,302.387894092932
6941,SYLVANIA RD,29574,,V07,VACANT LOT,2,V,0,No,0,43.3,597.375170832001
6942,SKY BLUE AVE,27411,,V07,VACANT LOT,2,V,0,No,0,43.3,656.591906353504
6943,SKY BLUE AVE,27519,,V07,VACANT LOT,2,V,0,No,0,43.3,664.593231180735
6944,LOWER HUNTERS TRCE,29701,,V07,VACANT LOT,2,V,0,No,0,43.3,320.483405625393
6945,LOWER HUNTERS TRCE,27413,,V07,VACANT LOT,2,V,0,No,0,43.3,346.01887608275
6946,FLINTLOCK DR,27352,,V07,VACANT LOT,2,V,0,No,0,43.3,506.174189774667
6947,RUTLEDGE RD,29710,,V07,VACANT LOT,2,V,0,No,0,43.3,420.376775513561
6948,GRASTON AVE,27076,,V07,VACANT LOT,2,V,0,No,0,43.3,314.341026991387
6949,RUTLEDGE RD,29717,,V07,VACANT LOT,2,V,0,No,0,43.3,554.085171285644
6950,CANE RUN RD,29632,,V07,VACANT LOT,2,V,0.1869388874146034,Yes,0.18693889,43.3,1619.15241017575
6951,LOWER HUNTERS TRCE,29696,,V07,VACANT LOT,2,V,0,No,0,43.3,695.241385938182
6952,LOWER HUNTERS TRCE,29706,,V07,VACANT LOT,2,V,0,No,0,43.3,340.00833724467
6953,UPPER HUNTERS TRCE,27310,,V07,VACANT LOT,2,V,0,No,0,43.3,697.251281412212
6954,UPPER HUNTERS TRCE,27174,,V07,VACANT LOT,2,V,0,No,0,43.3,473.897902100913
6955,UPPER HUNTERS TRCE,27401,,V07,VACANT LOT,2,V,0,No,0,43.3,518.936359130411
6956,LOWER HUNTERS TRCE,27410,,V07,VACANT LOT,2,V,0,No,0,43.3,958.623465035374
6957,UPPER HUNTERS TRCE,27376,,V07,VACANT LOT,2,V,0,No,0,43.3,694.60848968962
6958,LOWER HUNTERS TRCE,26948,,V07,VACANT LOT,2,V,0,No,0,43.3,305.428480807091
6959,SKY BLUE AVE,27592,,V07,VACANT LOT,2,V,0,No,0,43.3,626.502654735497
6960,UPPER HUNTERS TRCE,27346,,V07,VACANT LOT,2,V,0,No,0,43.3,421.074361331623
6961,UPPER HUNTERS TRCE,27279,,V07,VACANT LOT,2,V,0,No,0,43.3,285.056756634553
6962,LOWER HUNTERS TRCE,27425,,V07,VACANT LOT,2,V,0,No,0,43.3,1194.68507361383
6963,LOWER HUNTERS TRCE,27414,,V07,VACANT LOT,2,V,0,No,0,43.3,321.376146489093
6964,GRASTON AVE,27162,,V07,VACANT LOT,2,V,0,No,0,43.3,300.11418680947
6965,UPPER HUNTERS TRCE,27196,,V07,VACANT LOT,2,V,0,No,0,43.3,496.773441004926
6966,SKY BLUE AVE,27473,,V07,VACANT LOT,2,V,0,No,0,43.3,799.668089340653
6967,DISTRIBUTION DR,27470,,V07,VACANT LOT,2,V,0,No,0,43.3,2772.30804602757
6968,SKY BLUE AVE,27493,,V07,VACANT LOT,2,V,0,No,0,43.3,655.644323824967
6969,CANE RUN RD,29634,,V07,VACANT LOT,2,V,0.1802616192328927,Yes,0.18026162,43.3,1561.31785181635
6970,GRASTON AVE,27049,,V07,VACANT LOT,2,V,0,No,0,43.3,288.683129006805
6971,FLINTLOCK DR,27367,,V07,VACANT LOT,2,V,0,No,0,43.3,653.567689889045
6972,SKY BLUE AVE,27560,,V07,VACANT LOT,2,V,0,No,0,43.3,579.776546159434
6973,MEMORY LN,29571,,V07,VACANT LOT,2,V,0,No,0,43.3,671.6735129282
6974,LOWER HUNTERS TRCE,27290,,V07,VACANT LOT,2,V,0,No,0,43.3,780.665592148026
6975,SKY BLUE AVE,27447,,V07,VACANT LOT,2,V,0,No,0,43.3,320.389966271955
6976,FLINTLOCK DR,27338,,V07,VACANT LOT,2,V,0,No,0,43.3,310.782530030539
6977,UPPER HUNTERS TRCE,27206,,V07,VACANT LOT,2,V,0,No,0,43.3,280.255443572515
6978,UPPER HUNTERS TRCE,35106,,V07,VACANT LOT,2,V,0,No,0,43.3,74.8834276347004
6979,UPPER HUNTERS TRCE,27213,,V07,VACANT LOT,2,V,0,No,0,43.3,351.428340790004
6980,GRASTON AVE,27102,,V07,VACANT LOT,2,V,0,No,0,43.3,156.928374883792
6981,CANE RUN RD,29631,,V07,VACANT LOT,2,V,0.0221552282972702,Yes,0.02215523,43.3,191.895342887
6982,FLINTLOCK DR,27324,,V07,VACANT LOT,2,V,0,No,0,43.3,403.180143004833
6983,LOWER HUNTERS TRCE,28831,,V07,VACANT LOT,2,V,0,No,0,43.3,871.49827550903
6984,GRASTON AVE,27178,,V07,VACANT LOT,2,V,0,No,0,43.3,159.704206913436
6985,UPPER HUNTERS TRCE,27204,,V07,VACANT LOT,2,V,0,No,0,43.3,540.43628232168
6986,LOWER HUNTERS TRCE,29703,,V07,VACANT LOT,2,V,0,No,0,43.3,766.685893176885
6987,LOWER HUNTERS TRCE,27417,,V07,VACANT LOT,2,V,0,No,0,43.3,601.006609298564
6988,UPPER HUNTERS TRCE,27319,,V07,VACANT LOT,2,V,0,No,0,43.3,493.340313492605
6989,GRASTON AVE,27128,,V07,VACANT LOT,2,V,0,No,0,43.3,302.469289100324
6990,GRASTON AVE,27088,,V07,VACANT LOT,2,V,0,No,0,43.3,143.165110247315
6991,LOWER HUNTERS TRCE,34243,,V07,VACANT LOT,2,V,0,No,0,43.3,840.710696042864
6992,SYLVANIA RD,29576,,V07,VACANT LOT,2,V,0,No,0,43.3,715.937805543366
6993,SKY BLUE AVE,27437,,V07,VACANT LOT,2,V,0,No,0,43.3,409.838126157269
6994,LOWER HUNTERS TRCE,27268,,V07,VACANT LOT,2,V,0,No,0,43.3,312.093059260673
6995,LOWER HUNTERS TRCE,27251,,V07,VACANT LOT,2,V,0,No,0,43.3,453.116129391008
6996,FLINTLOCK DR,27356,,V07,VACANT LOT,2,V,0,No,0,43.3,167.823607227526
6997,GRASTON AVE,27029,,V07,VACANT LOT,2,V,0,No,0,43.3,290.912386469814
6998,GRASTON AVE,27003,,V07,VACANT LOT,2,V,0,No,0,43.3,289.756565429163
