OBJECTID,ROADNAME,RWCOMPKEY,SCFKEY,ROUTE,RESPONSE,PRIORITY,SNOW_DIST,STATE,STATE_OWND,CL_MILES,LANE_MILES,SHAPELEN
978,CANNONS LN,3705,,C16,CENTRAL,1,C,0.04610438942300132,Yes,0.04610439,27.27,399.328626859926
979,CANNONS LN,7114,,C16,CENTRAL,1,C,0.1081011599660377,Yes,0.10810116,27.27,936.307118793706
980,DUTCHMANS LN,9327,,C16,CENTRAL,1,C,0,No,0,27.27,954.918330289818
981,CANNONS LN,3739,,C16,CENTRAL,1,C,0.04384158859895542,Yes,0.04384159,27.27,379.729563719077
982,CANNONS LN,3756,,C16,CENTRAL,1,C,0.036999461532856867,Yes,0.03699946,27.27,320.467152743883
983,CANNONS LN,4030,,C16,CENTRAL,1,C,0.11349487767533346,Yes,0.11349488,27.27,491.512199789839
984,CANNONS LN,3923,,C16,CENTRAL,1,C,0.061506312539171416,Yes,0.06150631,27.27,266.365159229886
985,DUTCHMANS LN,8999,,C16,CENTRAL,1,C,0,No,0,27.27,597.529999190815
986,CANNONS LN,3643,,C16,CENTRAL,1,C,0.007594927750750986,Yes,0.00759493,27.27,65.7826974306314
987,DUTCHMANS LN,8993,,C16,CENTRAL,1,C,0.087232222392963576,Yes,0.08723222,27.27,377.776619737491
988,CANNONS LN,3619,,C16,CENTRAL,1,C,0.07257320663389846,Yes,0.07257321,27.27,628.585366119829
989,DUTCHMANS LN,8990,,C16,CENTRAL,1,C,0.2167187172379917,Yes,0.21671872,27.27,938.543710491601
990,CANNONS LN,3991,,C16,CENTRAL,1,C,0.16910402686034315,Yes,0.16910403,27.27,732.33897701067
991,CANNONS LN,3944,,C16,CENTRAL,1,C,0.078078648557193958,Yes,0.07807865,27.27,338.274334981082
992,DUTCHMANS PKY,8653,,C16,CENTRAL,1,C,0,No,0,27.27,1265.82865005398
993,CANNONS LN,4173,,C16,CENTRAL,1,C,0.4436286000458212,Yes,0.4436286,27.27,1921.22225393266
994,DUTCHMANS LN,33587,,C16,CENTRAL,1,C,0,No,0,27.27,275.593336724235
995,CANNONS LN,4201,,C16,CENTRAL,1,C,0.08034336095879983,Yes,0.08034336,27.27,347.943238759066
996,CANNONS LN,7129,,C16,CENTRAL,1,C,0.034445544862800645,Yes,0.03444554,27.27,298.346648474974
997,CANNONS LN,3897,,C16,CENTRAL,1,C,0.1582079009053257,Yes,0.1582079,27.27,1370.61534643974
998,DUTCHMANS LN,8997,,C16,CENTRAL,1,C,0,No,0,27.27,546.659126139632
999,WINCHESTER RD,3791,,C16,CENTRAL,2,C,0,No,0,27.27,603.62410087037
1000,WINCHESTER RD,3725,,C16,CENTRAL,2,C,0,No,0,27.27,352.215311856616
1001,PEE WEE REESE RD,3757,,C16,CENTRAL,2,C,0,No,0,27.27,3241.60535768421
1002,WINCHESTER RD,3896,,C16,CENTRAL,2,C,0,No,0,27.27,579.07805736882
1003,PEE WEE REESE RD,29836,,C16,CENTRAL,2,C,0,No,0,27.27,2545.32969659764
1004,PEE WEE REESE RD,4217,,C16,CENTRAL,2,C,0,No,0,27.27,463.29709316038
1005,PEE WEE REESE RD,4402,,C16,CENTRAL,2,C,0,No,0,27.27,2015.45187906837
1006,WINCHESTER RD,3749,,C16,CENTRAL,2,C,0,No,0,27.27,778.786999750112
1007,PEE WEE REESE RD,3779,,C16,CENTRAL,2,C,0,No,0,27.27,251.845622838778
1008,WINCHESTER RD,3825,,C16,CENTRAL,2,C,0,No,0,27.27,790.331357268944
1009,WINCHESTER RD,3874,,C16,CENTRAL,2,C,0,No,0,27.27,775.532317388555
1010,PEE WEE REESE RD,29825,,C16,CENTRAL,2,C,0,No,0,27.27,846.413865324951
1011,PEE WEE REESE RD,29823,,C16,CENTRAL,2,C,0,No,0,27.27,2024.1492040531
1012,OLD CANNONS LN,3785,,C16,CENTRAL,3,C,0,No,0,27.27,337.483884599046
1013,WINCHESTER RD,7196,,C16,CENTRAL,3,C,0,No,0,27.27,320.874889347257
1014,CHAMBERRY DR,3794,,C16,CENTRAL,3,C,0,No,0,27.27,1182.57812149942
1015,OLD CANNONS LN,3819,,C16,CENTRAL,3,C,0,No,0,27.27,173.441479526417
1016,WINCHESTER RD,7193,,C16,CENTRAL,3,C,0,No,0,27.27,179.078071276973
1017,WINCHESTER RD,7198,,C16,CENTRAL,3,C,0,No,0,27.27,318.200289265993
1018,TREVILIAN WAY,4182,,C16,CENTRAL,3,C,0,No,0,27.27,453.930328983055
1019,OLD CANNONS LN,4010,,C16,CENTRAL,3,C,0,No,0,27.27,341.094285802787
1020,OLD CANNONS LN,3808,,C16,CENTRAL,3,C,0,No,0,27.27,382.894881515312
1021,DUTCHMANS LN,8992,,C16,CENTRAL,3,C,0,No,0,27.27,2973.0087675136
1022,OLD CANNONS LN,3990,,C16,CENTRAL,3,C,0,No,0,27.27,851.979706139943
1023,WINCHESTER RD,3717,,C16,CENTRAL,3,C,0,No,0,27.27,445.511219048102
1024,OLD CANNONS LN,3833,,C16,CENTRAL,3,C,0,No,0,27.27,257.354279232078
1025,WINCHESTER RD,7200,,C16,CENTRAL,3,C,0,No,0,27.27,305.838531055524
1026,OLD CANNONS LN,3931,,C16,CENTRAL,3,C,0,No,0,27.27,927.156380196969
1027,OLD CANNONS LN,3793,,C16,CENTRAL,3,C,0,No,0,27.27,82.5993102607445
1028,WINCHESTER RD,7205,,C16,CENTRAL,3,C,0,No,0,27.27,588.85290492671
1029,WINCHESTER RD,7194,,C16,CENTRAL,3,C,0,No,0,27.27,373.417968205375
1030,OLD CANNONS LN,3852,,C16,CENTRAL,3,C,0,No,0,27.27,143.852854665932
1031,CANTERBURY LN,3698,,C16,CENTRAL,3,C,0,No,0,27.27,268.562499285997
1032,WINCHESTER RD,3682,,C16,CENTRAL,3,C,0,No,0,27.27,897.56311782449
1033,CHAMBERRY DR,3689,,C16,CENTRAL,3,C,0,No,0,27.27,324.407184821888
1034,DUTCHMANS LN,8998,,C16,CENTRAL,3,C,0,No,0,27.27,1869.41874965904
1035,WINCHESTER RD,7203,,C16,CENTRAL,3,C,0,No,0,27.27,314.075512859766
1036,CHAMBERRY CIR,41082,,C16,CENTRAL,3,C,0,No,0,27.27,1507.01344013202
1037,CHAMBERRY CIR,3861,,C16,CENTRAL,3,C,0,No,0,27.27,443.296541641428
1038,WINCHESTER RD,7207,,C16,CENTRAL,3,C,0,No,0,27.27,720.130659692963
1039,WINCHESTER RD,7209,,C16,CENTRAL,3,C,0,No,0,27.27,450.010236080878
1040,BEULAH CHURCH RD,11318,,C17,CENTRAL,1,C,0.050302992335822048,Yes,0.05030299,17.64,435.694484155449
1041,BEULAH CHURCH RD,11304,,C17,CENTRAL,1,C,0.078714248721240637,Yes,0.07871425,17.64,681.7755770933
1042,BEULAH CHURCH RD,39978,,C17,CENTRAL,1,C,0.0326486261381205,Yes,0.03264863,17.64,282.782723294083
1043,BEULAH CHURCH RD,11309,,C17,CENTRAL,1,C,0.0214520453097291,Yes,0.02145205,17.64,185.804842282501
1044,BEULAH CHURCH RD,13577,,C17,CENTRAL,1,C,0.1148154402581223,Yes,0.11481544,17.64,994.462415493843
1045,JOHNSON SCHOOL RD,13976,,C17,CENTRAL,2,C,0,No,0,17.64,1523.64744850276
1046,SEATONVILLE RD,11273,,C17,CENTRAL,2,C,0,No,0,17.64,349.855735466867
1047,JOHNSON SCHOOL RD,13979,,C17,CENTRAL,2,C,0,No,0,17.64,1275.8791557827
1048,SEATONVILLE RD,11365,,C17,CENTRAL,2,C,0,No,0,17.64,151.438234604079
1049,JOHNSON SCHOOL RD,33704,,C17,CENTRAL,2,C,0,No,0,17.64,1887.26643919639
1050,JOHNSON SCHOOL RD,13978,,C17,CENTRAL,2,C,0,No,0,17.64,584.19325024711
1051,JOHNSON SCHOOL RD,13977,,C17,CENTRAL,2,C,0,No,0,17.64,1676.97374519833
1052,SEATONVILLE RD,32908,,C17,CENTRAL,2,C,0,No,0,17.64,827.189294052067
1053,SHAFFER LN,40015,,C17,CENTRAL,2,C,0,No,0,17.64,438.727114457395
1054,SHAFFER LN,34089,,C17,CENTRAL,2,C,0,No,0,17.64,539.203924051827
1055,SEATONVILLE RD,13657,,C17,CENTRAL,2,C,0,No,0,17.64,3057.55178571772
1056,SEATONVILLE RD,13659,,C17,CENTRAL,2,C,0,No,0,17.64,98.2490213538208
1057,SEATONVILLE RD,13570,,C17,CENTRAL,2,C,0.0831800302297682,Yes,0.08318003,17.64,720.597661500732
1058,SEATONVILLE RD,11249,,C17,CENTRAL,2,C,0,No,0,17.64,574.502519801099
1059,SHAFFER LN,32949,,C17,CENTRAL,2,C,0,No,0,17.64,707.635521067564
1060,SEATONVILLE RD,13660,,C17,CENTRAL,2,C,0,No,0,17.64,1298.39911479647
1061,SEATONVILLE RD,13572,,C17,CENTRAL,2,C,0,No,0,17.64,951.662677024301
1062,JOHNSON SCHOOL RD,31103,,C17,CENTRAL,2,C,0,No,0,17.64,490.276279484333
1063,SEATONVILLE RD,11356,,C17,CENTRAL,2,C,0,No,0,17.64,540.819806510507
1064,SEATONVILLE RD,11327,,C17,CENTRAL,2,C,0,No,0,17.64,435.903417250097
1065,SEATONVILLE RD,13569,,C17,CENTRAL,2,C,0.07667163434650946,Yes,0.07667163,17.64,664.169265654848
1066,SEATONVILLE RD,11289,,C17,CENTRAL,2,C,0,No,0,17.64,287.627196082989
1067,BRENTLINGER LN,34613,,C17,CENTRAL,2,C,0,No,0,17.64,1424.88442030754
1068,SHAFFER LN,33249,,C17,CENTRAL,2,C,0,No,0,17.64,150.98576551802
1069,SEATONVILLE RD,32054,,C17,CENTRAL,2,C,0.0920131200829213,Yes,0.09201312,17.64,796.962327643417
1070,SHAFFER LN,11474,,C17,CENTRAL,2,C,0,No,0,17.64,1468.94603048638
1071,CEDAR CREEK RD,33661,,C17,CENTRAL,2,C,0,No,0,17.64,1012.88675007078
1072,BRENTLINGER LN,13693,,C17,CENTRAL,2,C,0,No,0,17.64,3183.14288669028
1073,BRENTLINGER LN,30855,,C17,CENTRAL,2,C,0,No,0,17.64,742.762004074814
1074,BRENTLINGER LN,37533,,C17,CENTRAL,2,C,0,No,0,17.64,2387.90655448412
1075,SHAFFER LN,11040,,C17,CENTRAL,2,C,0,No,0,17.64,364.439204565534
1076,BRENTLINGER LN,13694,,C17,CENTRAL,2,C,0,No,0,17.64,1125.35881202704
1077,CEDAR CREEK RD,13906,,C17,CENTRAL,2,C,0,No,0,17.64,1537.18830739499
1078,CEDAR CREEK RD,41037,,C17,CENTRAL,2,C,0,No,0,17.64,752.932936421229
1079,BRENTLINGER LN,39681,,C17,CENTRAL,2,C,0,No,0,17.64,1016.24369958442
1080,SEATONVILLE RD,13661,,C17,CENTRAL,2,C,0,No,0,17.64,1356.11344961553
1081,CEDAR CREEK RD,40881,,C17,CENTRAL,2,C,0,No,0,17.64,927.480515568954
1082,CEDAR CREEK RD,13907,,C17,CENTRAL,2,C,0,No,0,17.64,622.926122485569
1083,CEDAR CREEK RD,13904,,C17,CENTRAL,2,C,0,No,0,17.64,682.571547854091
1084,CEDAR CREEK RD,41707,,C17,CENTRAL,2,C,0,No,0,17.64,1408.2261399314
1085,SEATONVILLE RD,11385,,C17,CENTRAL,2,C,0,No,0,17.64,322.211602788074
1086,SEATONVILLE RD,41758,,C17,CENTRAL,2,C,0,No,0,17.64,416.992138652137
1087,SEATONVILLE RD,11499,,C17,CENTRAL,2,C,0,No,0,17.64,1555.12505822532
1088,SEATONVILLE RD,11558,,C17,CENTRAL,2,C,0,No,0,17.64,1211.4281512388
1089,SHAFFER LN,11498,,C17,CENTRAL,2,C,0,No,0,17.64,339.76560089614
1090,FAIRGROUND RD,13593,,C18,CENTRAL,2,C,0,No,0,25.24,930.977467377861
1091,REHL RD,33291,,C18,CENTRAL,2,C,0,No,0,25.24,829.636813543836
1092,REHL RD,29899,,C18,CENTRAL,2,C,0,No,0,25.24,2152.96119549891
1093,CHENOWETH RUN RD,13711,,C18,CENTRAL,2,C,0,No,0,25.24,2600.12579293203
1094,CHENOWETH RUN RD,13632,,C18,CENTRAL,2,C,0,No,0,25.24,166.296122495462
1095,CHENOWETH RUN RD,13629,,C18,CENTRAL,2,C,0,No,0,25.24,2676.65008697251
1096,FAIRGROUND RD,13619,,C18,CENTRAL,2,C,0,No,0,25.24,467.541653541935
1097,HUDSON LN,13591,,C18,CENTRAL,2,C,0,No,0,25.24,1133.60164424075
1098,FAIRGROUND RD,13611,,C18,CENTRAL,2,C,0,No,0,25.24,583.076503668892
1099,FAIRGROUND RD,13609,,C18,CENTRAL,2,C,0,No,0,25.24,292.768423178454
1100,FAIRGROUND RD,10623,,C18,CENTRAL,2,C,0,No,0,25.24,873.571509747734
1101,HUDSON LN,13710,,C18,CENTRAL,2,C,0,No,0,25.24,2308.08567990234
1102,FAIRGROUND RD,30851,,C18,CENTRAL,2,C,0,No,0,25.24,473.177260623152
1103,FAIRGROUND RD,34592,,C18,CENTRAL,2,C,0,No,0,25.24,940.863150740392
1104,FAIRGROUND RD,13625,,C18,CENTRAL,2,C,0,No,0,25.24,761.413409538471
1105,REHL RD,824,,C18,CENTRAL,2,C,0,No,0,25.24,2060.3037771018
1106,REHL RD,431,,C18,CENTRAL,2,C,0,No,0,25.24,2472.40853880905
1107,FAIRGROUND RD,10669,,C18,CENTRAL,2,C,0,No,0,25.24,510.69219286408
1108,REHL RD,430,,C18,CENTRAL,2,C,0,No,0,25.24,900.368770509355
1109,FAIRGROUND RD,30852,,C18,CENTRAL,2,C,0,No,0,25.24,291.595872337148
1110,HUDSON LN,13597,,C18,CENTRAL,2,C,0,No,0,25.24,1124.19421326548
1111,FAIRGROUND RD,10631,,C18,CENTRAL,2,C,0,No,0,25.24,1007.86205647702
1112,FAIRGROUND RD,10634,,C18,CENTRAL,2,C,0,No,0,25.24,321.283194676052
1113,HUDSON LN,13599,,C18,CENTRAL,2,C,0,No,0,25.24,1399.5590246229
1114,FAIRGROUND RD,10645,,C18,CENTRAL,2,C,0,No,0,25.24,622.85027904237
1115,FAIRGROUND RD,10649,,C18,CENTRAL,2,C,0,No,0,25.24,231.570424031815
1116,FAIRGROUND RD,13598,,C18,CENTRAL,2,C,0,No,0,25.24,521.067878773066
1117,FAIRGROUND RD,10652,,C18,CENTRAL,2,C,0,No,0,25.24,200.706686212501
1118,FAIRGROUND RD,31519,,C18,CENTRAL,2,C,0,No,0,25.24,596.56741866097
1119,FAIRGROUND RD,31518,,C18,CENTRAL,2,C,0,No,0,25.24,686.870803212508
1120,CHENOWETH RUN RD,12968,,C18,CENTRAL,2,C,0,No,0,25.24,4896.64732732108
1121,CHENOWETH RUN RD,10078,,C18,CENTRAL,2,C,0,No,0,25.24,1778.63754947395
1122,REHL RD,33253,,C18,CENTRAL,2,C,0,No,0,25.24,1154.06600237429
1123,REHL RD,35964,,C18,CENTRAL,2,C,0,No,0,25.24,2289.43489606702
1124,MICHAEL EDWARD DR,10658,,C18,CENTRAL,3,C,0,No,0,25.24,1111.83684754732
1125,E REHL CT,432,,C18,CENTRAL,3,C,0,No,0,25.24,294.124561730412
1126,MICHAEL EDWARD DR,10655,,C18,CENTRAL,3,C,0,No,0,25.24,363.505322220831
1127,MAGNOLIA VIEW CT,13981,,C18,CENTRAL,3,C,0,No,0,25.24,513.863633053046
1128,W REHL CT,433,,C18,CENTRAL,3,C,0,No,0,25.24,834.609134548437
1129,HUDSON LN,10780,,C18,CENTRAL,3,C,0,No,0,25.24,627.31107588013
1130,MICHAEL EDWARD DR,10643,,C18,CENTRAL,3,C,0,No,0,25.24,350.831380124137
1131,MICHAEL EDWARD DR,10725,,C18,CENTRAL,3,C,0,No,0,25.24,456.771002757828
1132,MICHAEL EDWARD DR,10637,,C18,CENTRAL,3,C,0,No,0,25.24,407.148662189035
1133,WILLOWVIEW BLVD,13984,,C18,CENTRAL,3,C,0,No,0,25.24,249.684442854593
1134,CHARLIE VETTINER PARK RD,13627,,C18,CENTRAL,3,C,0,No,0,25.24,3165.06103058346
1135,WILLOWVIEW BLVD,13987,,C18,CENTRAL,3,C,0,No,0,25.24,279.786450579915
1136,MICHAEL EDWARD DR,10661,,C18,CENTRAL,3,C,0,No,0,25.24,658.64414668078
1137,REHL RD,825,,C18,CENTRAL,3,C,0,No,0,25.24,72.2682472749081
1138,MICHAEL EDWARD DR,10718,,C18,CENTRAL,3,C,0,No,0,25.24,146.21644970942
1139,MICHAEL EDWARD DR,10670,,C18,CENTRAL,3,C,0,No,0,25.24,361.248998957683
1140,MICHAEL EDWARD DR,10677,,C18,CENTRAL,3,C,0,No,0,25.24,328.39331567826
1141,HUDSON LN,33708,,C18,CENTRAL,3,C,0,No,0,25.24,1025.01437879702
1142,MICHAEL EDWARD DR,10648,,C18,CENTRAL,3,C,0,No,0,25.24,1172.36191533973
1143,MICHAEL EDWARD DR,10722,,C18,CENTRAL,3,C,0,No,0,25.24,320.015439746495
1144,E REHL CT,436,,C18,CENTRAL,3,C,0,No,0,25.24,1541.74421343389
1145,MICHAEL EDWARD DR,10627,,C18,CENTRAL,3,C,0,No,0,25.24,319.752824377942
1146,MICHAEL EDWARD DR,10719,,C18,CENTRAL,3,C,0,No,0,25.24,308.745864408031
1147,HUDSON LN,13457,,C18,CENTRAL,3,C,0,No,0,25.24,383.210890029325
1148,SPRIGWOOD LN,10803,,C18,CENTRAL,3,C,0,No,0,25.24,341.621540203849
1149,HUDSON LN,10779,,C18,CENTRAL,3,C,0,No,0,25.24,300.077743306839
1150,HUDSON LN,10781,,C18,CENTRAL,3,C,0,No,0,25.24,309.875072666691
1151,SPRIGWOOD LN,10822,,C18,CENTRAL,3,C,0,No,0,25.24,372.156487224238
1152,MARY DELL LN,12796,,C18,CENTRAL,3,C,0,No,0,25.24,249.367308463902
1153,MARY DELL LN,10807,,C18,CENTRAL,3,C,0,No,0,25.24,452.673164424532
1154,HUDSON LN,10777,,C18,CENTRAL,3,C,0,No,0,25.24,299.960296073185
1155,HUDSON LN,10774,,C18,CENTRAL,3,C,0,No,0,25.24,302.696596172259
1156,MARY DELL LN,10806,,C18,CENTRAL,3,C,0,No,0,25.24,444.311623623951
1157,MARY DELL LN,12799,,C18,CENTRAL,3,C,0,No,0,25.24,417.582395573495
1158,MICHAEL EDWARD DR,10713,,C18,CENTRAL,3,C,0,No,0,25.24,415.114372523733
1159,MARY DELL LN,12797,,C18,CENTRAL,3,C,0,No,0,25.24,253.434284142244
1160,MARY DELL LN,10821,,C18,CENTRAL,3,C,0,No,0,25.24,997.483258129572
1161,MICHAEL EDWARD DR,10717,,C18,CENTRAL,3,C,0,No,0,25.24,323.641422719651
1162,HUDSON LN,10766,,C18,CENTRAL,3,C,0,No,0,25.24,902.98507237791
1163,MICHAEL EDWARD DR,10714,,C18,CENTRAL,3,C,0,No,0,25.24,329.539022350256
1164,HUDSON LN,13600,,C18,CENTRAL,3,C,0,No,0,25.24,314.55351255773
1165,MICHAEL EDWARD DR,10690,,C18,CENTRAL,3,C,0,No,0,25.24,304.421482481983
1166,MICHAEL EDWARD DR,10715,,C18,CENTRAL,3,C,0,No,0,25.24,632.909503558785
1167,MARY DELL LN,13631,,C18,CENTRAL,3,C,0,No,0,25.24,2420.44654228803
1168,CEDAR CREEK RD,33143,,C19,CENTRAL,2,C,0,No,0,24.52,405.518883904467
1169,INDEPENDENCE SCHOOL RD,12882,,C19,CENTRAL,2,C,0,No,0,24.52,2447.48239897773
1170,INDEPENDENCE SCHOOL RD,13348,,C19,CENTRAL,2,C,0,No,0,24.52,2170.06735843527
1171,FAIRMOUNT RD,12331,,C19,CENTRAL,2,C,0,No,0,24.52,1875.81024818773
1172,CEDAR CREEK RD,34100,,C19,CENTRAL,2,C,0,No,0,24.52,417.456514099448
1173,FAIRMOUNT RD,31150,,C19,CENTRAL,2,C,0,No,0,24.52,8427.07111583502
1174,FAIRMOUNT RD,13745,,C19,CENTRAL,2,C,0,No,0,24.52,3780.10651867759
1175,CEDAR CREEK RD,13915,,C19,CENTRAL,2,C,0,No,0,24.52,1247.89182268025
1176,COOPER CHAPEL RD,12418,,C19,CENTRAL,2,C,0.0759055079283979,Yes,0.07590551,24.52,657.447930493455
1177,CEDAR CREEK RD,13909,,C19,CENTRAL,2,C,0,No,0,24.52,645.205022660504
1178,INDEPENDENCE SCHOOL RD,12880,,C19,CENTRAL,2,C,0,No,0,24.52,5135.27213937904
1179,FAIRMOUNT RD,38457,,C19,CENTRAL,2,C,0,No,0,24.52,2657.6611292541
1180,FAIRMOUNT RD,12385,,C19,CENTRAL,2,C,0,No,0,24.52,771.007764105666
1181,INDEPENDENCE SCHOOL RD,12879,,C19,CENTRAL,2,C,0,No,0,24.52,1887.70302941967
1182,CEDAR CREEK RD,31564,,C19,CENTRAL,2,C,0,No,0,24.52,1155.06379045152
1183,COOPER CHAPEL RD,32428,,C19,CENTRAL,2,C,0.1042047834721372,Yes,0.10420478,24.52,902.559308861314
1184,COOPER CHAPEL RD,40239,,C19,CENTRAL,2,C,0.11765121073493347,Yes,0.11765121,24.52,1019.02392734225
1185,FAIRMOUNT RD,12351,,C19,CENTRAL,2,C,0,No,0,24.52,2789.31988188267
1186,CEDAR CREEK RD,33132,,C19,CENTRAL,2,C,0,No,0,24.52,139.783480112828
1187,FAIRMOUNT RD,13747,,C19,CENTRAL,2,C,0,No,0,24.52,597.110967078645
1188,CEDAR CREEK RD,13910,,C19,CENTRAL,2,C,0,No,0,24.52,1383.03808521309
1189,CEDAR CREEK RD,31563,,C19,CENTRAL,2,C,0,No,0,24.52,1221.40957949481
1190,OAK GROVE RD,12885,,C19,CENTRAL,2,C,0,No,0,24.52,3625.96130024698
1191,OAK GROVE RD,12561,,C19,CENTRAL,2,C,0,No,0,24.52,269.94973286996
1192,CEDAR CREEK RD,13905,,C19,CENTRAL,2,C,0,No,0,24.52,501.930145789983
1193,GENTRY LN,9720,,C19,CENTRAL,2,C,0,No,0,24.52,2387.58360945815
1194,CEDAR CREEK RD,13911,,C19,CENTRAL,2,C,0,No,0,24.52,3339.01817606756
1195,FAIRMOUNT RD,12369,,C19,CENTRAL,2,C,0,No,0,24.52,1175.01986916655
1196,CEDAR CREEK RD,33298,,C19,CENTRAL,2,C,0,No,0,24.52,909.537198485013
1197,CEDAR CREEK RD,13908,,C19,CENTRAL,2,C,0,No,0,24.52,2364.17273288672
1198,HIDDEN CREEK LN,12675,,C19,CENTRAL,3,C,0,No,0,24.52,4121.43236152389
1199,OAKLAND HILLS TRL,32774,,C19,CENTRAL,3,C,0,No,0,24.52,1241.95093258776
1200,OAKLAND HILLS TRL,32772,,C19,CENTRAL,3,C,0,No,0,24.52,641.876570873386
1201,OAKLAND HILLS TRL,12679,,C19,CENTRAL,3,C,0,No,0,24.52,141.999093778902
1202,STONEBREAKER RD,31655,,C19,CENTRAL,3,C,0,No,0,24.52,1529.37060201669
1203,OAKLAND HILLS TRL,33102,,C19,CENTRAL,3,C,0,No,0,24.52,658.85574316989
1204,OAKLAND HILLS TRL,32773,,C19,CENTRAL,3,C,0,No,0,24.52,318.976635377993
1205,SIX MILE LN,5518,,C20,CENTRAL,2,C,0,No,0,35.53,1179.83177208669
1206,SIX MILE LN,5351,,C20,CENTRAL,2,C,0,No,0,35.53,401.175617662414
1207,SIX MILE LN,5581,,C20,CENTRAL,2,C,0,No,0,35.53,194.908373733837
1208,HUNSINGER LN,4664,,C20,CENTRAL,2,C,0,No,0,35.53,1233.86148812591
1209,HUNSINGER LN,7977,,C20,CENTRAL,2,C,0,No,0,35.53,143.599132141727
1210,SIX MILE LN,5501,,C20,CENTRAL,2,C,0,No,0,35.53,267.678012608992
1211,STONY BROOK DR,13227,,C20,CENTRAL,2,C,0,No,0,35.53,396.169437927836
1212,HUNSINGER LN,4712,,C20,CENTRAL,2,C,0,No,0,35.53,264.153633149921
1213,KLONDIKE LN,1338,,C20,CENTRAL,2,C,0,No,0,35.53,454.829821588961
1214,SIX MILE LN,5386,,C20,CENTRAL,2,C,0,No,0,35.53,253.803077761579
1215,HUNSINGER LN,7976,,C20,CENTRAL,2,C,0,No,0,35.53,220.188225421158
1216,STONY BROOK DR,13217,,C20,CENTRAL,2,C,0,No,0,35.53,151.570192374449
1217,STONY BROOK DR,13226,,C20,CENTRAL,2,C,0,No,0,35.53,232.599116567809
1218,HUNSINGER LN,4947,,C20,CENTRAL,2,C,0,No,0,35.53,215.87938378945
1219,SIX MILE LN,5556,,C20,CENTRAL,2,C,0,No,0,35.53,445.915937968737
1220,HUNSINGER LN,32562,,C20,CENTRAL,2,C,0,No,0,35.53,802.514002956748
1221,HUNSINGER LN,5072,,C20,CENTRAL,2,C,0,No,0,35.53,1151.83119513522
1222,SIX MILE LN,8381,,C20,CENTRAL,2,C,0,No,0,35.53,998.211300334716
1223,SIX MILE LN,5611,,C20,CENTRAL,2,C,0,No,0,35.53,929.048522171868
1224,SIX MILE LN,5540,,C20,CENTRAL,2,C,0,No,0,35.53,762.37554917795
1225,SIX MILE LN,5595,,C20,CENTRAL,2,C,0,No,0,35.53,692.301258571955
1226,MANNER DALE DR,5379,,C20,CENTRAL,2,C,0,No,0,35.53,351.755320733123
1227,SIX MILE LN,29917,,C20,CENTRAL,2,C,0,No,0,35.53,1024.66083604308
1228,NACHAND LN,13028,,C20,CENTRAL,2,C,0,No,0,35.53,797.350845654609
1229,SIX MILE LN,5042,,C20,CENTRAL,2,C,0,No,0,35.53,834.146834535213
1230,HUNSINGER LN,4686,,C20,CENTRAL,2,C,0,No,0,35.53,338.331065498352
1231,NACHAND LN,32612,,C20,CENTRAL,2,C,0,No,0,35.53,903.086481369047
1232,HUNSINGER LN,7982,,C20,CENTRAL,2,C,0,No,0,35.53,289.757917753611
1233,STONY BROOK DR,13218,,C20,CENTRAL,2,C,0,No,0,35.53,194.453550503452
1234,NACHAND LN,9781,,C20,CENTRAL,2,C,0,No,0,35.53,546.467504853231
1235,SIX MILE LN,5545,,C20,CENTRAL,2,C,0,No,0,35.53,509.944677399174
1236,HUNSINGER LN,5126,,C20,CENTRAL,2,C,0,No,0,35.53,342.057801887302
1237,STONY BROOK DR,9704,,C20,CENTRAL,2,C,0,No,0,35.53,533.490627513314
1238,STONY BROOK DR,32169,,C20,CENTRAL,2,C,0,No,0,35.53,250.336354581097
1239,STONY BROOK DR,13215,,C20,CENTRAL,2,C,0,No,0,35.53,956.038946338288
1240,HUNSINGER LN,4776,,C20,CENTRAL,2,C,0,No,0,35.53,40.9054060805062
1241,BRADFORD DR,29930,,C20,CENTRAL,2,C,0,No,0,35.53,758.554314406402
1242,BRADFORD DR,5622,,C20,CENTRAL,2,C,0,No,0,35.53,321.704946597698
1243,STONY BROOK DR,13221,,C20,CENTRAL,2,C,0,No,0,35.53,782.10961770174
1244,SIX MILE LN,5524,,C20,CENTRAL,2,C,0,No,0,35.53,325.401726753916
1245,HUNSINGER LN,5092,,C20,CENTRAL,2,C,0,No,0,35.53,270.741290692356
1246,SIX MILE LN,5579,,C20,CENTRAL,2,C,0,No,0,35.53,805.464541061118
1247,SIX MILE LN,5573,,C20,CENTRAL,2,C,0,No,0,35.53,382.919813491105
1248,HUNSINGER LN,5378,,C20,CENTRAL,2,C,0,No,0,35.53,566.182729082324
1249,STONY BROOK DR,8344,,C20,CENTRAL,2,C,0,No,0,35.53,359.3668854632
1250,HUNSINGER LN,4772,,C20,CENTRAL,2,C,0,No,0,35.53,309.355806310337
1251,KLONDIKE LN,4983,,C20,CENTRAL,2,C,0,No,0,35.53,265.603586487444
1252,BRADFORD DR,5551,,C20,CENTRAL,2,C,0,No,0,35.53,600.55516576626
1253,STONY BROOK DR,13222,,C20,CENTRAL,2,C,0,No,0,35.53,646.123363217144
