OBJECTID,RWCOMPKEY,FROM_ADDRE,TO_ADDRESS,ROADNAME,DIR,STRNAME,TYPE,LOCROSSPR,LOCROSSNA,LOCROSSSU,HICROSSPR,HICROSSNA,HICROSSSU,MUNI_NAME,COUNDIST,OWNER_NAME,CORE_CLASS,ROUTE_LBL,LENGTH,PRIORITY_R,ROUTE_UNIQ,CORRIDOR_N,BEGIN_LOCA,BMP,END_LOCATI,EMP,TOTAL_EPDO,EPDO_MILE,TOTAL_KA_C,KA_MILE,JUSTICE40_,PERCENT_JU,OWNER,SHAPELEN
1227,38440,4200,4213,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,HOUSTON,BLVD, ,TAYLOR COVE,DR,LOUISVILLE,18,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,395.946347920081
1228,9352,4120,4124,SHELBYVILLE RD, ,SHELBYVILLE,RD, ,SEARS,AVE, ,THIERMAN,LN,ST MATTHEWS,9,STATE,MAJOR ARTERIAL,US-60,0.638,6,056-US-0060  -000,Shelbyville Rd,Lexington Rd (US 60A),3.482,Thierman Ln (CS-1098B),4.12,2413,3782.13166144,7,10.97178683,0,0,KYTC,416.799807432799
1229,8944,4896,4899,BROWNSBORO RD, ,BROWNSBORO,RD, ,I 264 RAMP, , ,NORTHFIELD,DR,NORTHFIELD,16,STATE,MAJOR ARTERIAL,US-42,0.985,44,056-US-0042  -000,Brownsboro Rd / US 42,I-264,5.81,Seminary Dr (KY 22C),6.795,2172,2205.07614213,7,7.10659898,0,0,KYTC,427.862451587102
1230,13926,5900,6099,S HURSTBOURNE PKY,S,HURSTBOURNE,PKY, ,BARDSTOWN,RD, ,HAMES,TRCE,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-1747,0.7891,20,056-KY-1747  -000,S Hurstbourne Pkwy,S Watterson Trl (CR-1005H),6.847,Stony Brook Dr (CR-1010H),7.6361,2254.15,2856.60879483,5,6.33633253,0,0,KYTC,912.480699859576
1231,13833,5400,5425,FERN VALLEY RD, ,FERN VALLEY,RD, ,FERN VALLEY,WAY, ,CLEARWATER FARM,BLVD,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,553.970367263839
1232,8637,3300,3322,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,MANNER GATE,DR, ,MANNER DALE,DR,LOUISVILLE,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,833.313326741981
1233,33625,5459,5499,FERN VALLEY RD, ,FERN VALLEY,RD, ,GREENRIDGE FARM,DR, ,SHEPHERDSVILLE,RD,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.788927,29,7.167573,3.47,0.857637,KYTC,479.293348605062
1234,40417,5426,5458,FERN VALLEY RD, ,FERN VALLEY,RD, ,CLEARWATER FARM,BLVD, ,GREENRIDGE FARM,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,551.398084777748
1235,24597,7900,7999,NATIONAL TPKE, ,NATIONAL,TPKE, ,PATRICK HENRY,RD, ,TOLLS,LN,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,1400.38787605989
1236,24474,7500,7899,NATIONAL TPKE, ,NATIONAL,TPKE, ,YORKTOWN,RD, ,PATRICK HENRY,RD,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,621.651277761864
1237,9713,5900,6099,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,FERN VALLEY,PASS, ,FERN VALLEY,RD,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,1628.95200648503
1238,24807,8000,8299,NATIONAL TPKE, ,NATIONAL,TPKE, ,TOLLS,LN, ,HAY,CT,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,2296.96791736929
1239,10928,5500,5699,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,SHEPHERDSVILLE,RD, ,POPLAR TREE,CT,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,1408.25826164124
1240,35543,5520,5539,NATIONAL TPKE, ,NATIONAL,TPKE, ,GERBER,AVE, ,KENWOOD BUSINESS,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,481.894537718381
1241,24219,5540,5699,NATIONAL TPKE, ,NATIONAL,TPKE, ,KENWOOD BUSINESS,DR, ,NEW VENTURE,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,889.331927955862
1242,10908,5900,6099,SHEPHERDSVILLE RD, ,SHEPHERDSVILLE,RD, ,RANGELAND,RD, ,POPLAR LEVEL,RD,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-2052,2.908,39,056-KY-2052  -000,Shepherdsville Rd,Fern Valley Rd (KY 1747),1.214,Hikes Lane (KY 2052),4.122,6742,2318.431912,20,6.877579,2.908,1,KYTC,1590.78030701318
1243,10926,6100,6209,SHEPHERDSVILLE RD, ,SHEPHERDSVILLE,RD, ,POPLAR LEVEL,RD, ,JANIES,WAY,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-2052,2.908,39,056-KY-2052  -000,Shepherdsville Rd,Fern Valley Rd (KY 1747),1.214,Hikes Lane (KY 2052),4.122,6742,2318.431912,20,6.877579,2.908,1,KYTC,424.016626667664
1244,22335,6600,6699,PRESTON HWY, ,PRESTON,HWY, ,FERN VALLEY,RD, ,OLD FERN VALLEY,RD,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,720.309303816119
1245,31453,2805,3099,FERN VALLEY RD, ,FERN VALLEY,RD, ,PARAMOUNT PARK,DR, ,ULRICH,AVE,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,1255.64524444192
1246,26366,3600,3999,FERN VALLEY RD, ,FERN VALLEY,RD, ,PRESTON,HWY, ,JEANINE,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,2506.35854514372
1247,22330,6500,6599,PRESTON HWY, ,PRESTON,HWY, ,ULRICH,AVE, ,FERN VALLEY,RD,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,539.416456257361
1248,34457,4200,4299,FERN VALLEY RD, ,FERN VALLEY,RD, ,VALLEY FOREST,DR, ,GEIL,LN,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,969.913684339414
1249,10918,5217,5499,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,SHEILA,RD, ,SHEPHERDSVILLE,RD,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,1403.46286717802
1250,25954,8800,8812,NATIONAL TPKE, ,NATIONAL,TPKE, ,SINCLAIR,ST, ,CHERI,WAY,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,507.032457239395
1251,26257,5800,5999,NATIONAL TPKE, ,NATIONAL,TPKE, ,OLD TOWNE,RD, ,ENTERPRISE,DR,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,433.703064030136
1252,26259,6000,7099,NATIONAL TPKE, ,NATIONAL,TPKE, ,ENTERPRISE,DR, ,SAM,DR,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43484,18,5.938634,3.031,1,KYTC,1014.17733932408
1253,25216,8900,8999,NATIONAL TPKE, ,NATIONAL,TPKE, ,KY-841 RAMP, , ,KY-841 RAMP, ,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,941.272386451404
1254,33203,7200,7499,NATIONAL TPKE, ,NATIONAL,TPKE, ,RECOVERY,RD, ,YORKTOWN,RD,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,1164.97766464485
1255,25139,8813,8899,NATIONAL TPKE, ,NATIONAL,TPKE, ,CHERI,WAY, ,KY-841 RAMP, ,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,419.83720043862
1256,9715,6210,6399,SHEPHERDSVILLE RD, ,SHEPHERDSVILLE,RD, ,JANIES,WAY, ,FERN VALLEY,RD,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-2052,2.908,39,056-KY-2052  -000,Shepherdsville Rd,Fern Valley Rd (KY 1747),1.214,Hikes Lane (KY 2052),4.122,6742,2318.43191197,20,6.87757909,2.908,1,KYTC,962.822746024443
1257,25952,8700,8799,NATIONAL TPKE, ,NATIONAL,TPKE, ,GLENGARRY,DR, ,SINCLAIR,ST,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,663.531174606645
1258,24166,5500,5519,NATIONAL TPKE, ,NATIONAL,TPKE, ,SOUTHSIDE,DR, ,GERBER,AVE,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43484,18,5.938634,3.031,1,KYTC,456.444329445347
1259,25245,9000,9199,NATIONAL TPKE, ,NATIONAL,TPKE, ,KY-841 RAMP, , ,NEIGHBORHOOD,PL,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,592.481586644428
1260,26255,5700,5799,NATIONAL TPKE, ,NATIONAL,TPKE, ,NEW VENTURE,DR, ,OLD TOWNE,RD,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43484,18,5.938634,3.031,1,KYTC,353.940281448164
1261,24432,7100,7199,NATIONAL TPKE, ,NATIONAL,TPKE, ,SAM,DR, ,RECOVERY,RD,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43484,18,5.938634,3.031,1,KYTC,591.455030294663
1262,10929,5700,5899,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,POPLAR TREE,CT, ,FERN VALLEY,PASS,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,1219.65213446358
1263,25950,8610,8699,NATIONAL TPKE, ,NATIONAL,TPKE, ,RUBEN,LN, ,GLENGARRY,DR,LOUISVILLE,13,STATE,MINOR ARTERIAL,KY-1020,3.031,49,056-KY-1020  -000,National Turnpike,Fairdale Rd (CR-1005M),2.669,Southside Dr (KY 907),5.7,6130,2022.43483999,18,5.93863411,3.031,1,KYTC,429.890508673334
1264,26410,4400,4999,FERN VALLEY RD, ,FERN VALLEY,RD, ,ROEDERER,DR, ,JEFFERSON,BLVD,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,2012.86665217591
1265,36408,5000,5199,FERN VALLEY RD, ,FERN VALLEY,RD, ,JEFFERSON,BLVD, ,JEFFERSON POST,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,855.482793882292
1266,32230,5200,5399,FERN VALLEY RD, ,FERN VALLEY,RD, ,JEFFERSON POST,DR, ,FERN VALLEY,WAY,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,937.936706328153
1267,26407,3100,3499,FERN VALLEY RD, ,FERN VALLEY,RD, ,INDUSTRIAL,BLVD, ,PRESTON,HWY,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.788927,29,7.167573,3.47,0.857637,KYTC,3215.64040953823
1268,26372,4300,4399,FERN VALLEY RD, ,FERN VALLEY,RD, ,HANSES,DR, ,ROEDERER,DR,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,359.682236289332
1269,8638,3323,3399,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,MANNER DALE,DR, ,LANDSIDE,DR,LOUISVILLE,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,862.099560802194
1270,8639,3400,3599,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,LANDSIDE,DR, ,SIX MILE,LN,LOUISVILLE,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,1111.47338448845
1271,28800,6300,6499,GREENWOOD RD, ,GREENWOOD,RD, ,BEAHL,BLVD, ,TERRY,RD,LOUISVILLE,14,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,916.795651970506
1272,29625,4920,4939,CANE RUN RD, ,CANE RUN,RD, ,LINDENWOOD,DR, ,TERRY,RD,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,416.287698820581
1273,8630,1010,1039,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,I 264 RAMP, , ,I 264 RAMP, ,ST MATTHEWS,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,514.193811000647
1274,8640,2815,2899,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,DEEBET,DR, ,BERKSHIRE,AVE,MEADOWVIEW ESTATES,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,751.444914629982
1275,29626,4940,4999,CANE RUN RD, ,CANE RUN,RD, ,TERRY,RD, ,LIONS ARMS,DR,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,670.090549949248
1276,8633,2800,2804,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,I 264 RAMP, , ,I 264 RAMP, ,LOUISVILLE,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,234.295521940908
1277,19894,3720,3799,DIXIE HWY, ,DIXIE,HWY, ,NOBEL,PL, ,NOBEL,PL,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,77.5890869017673
1278,19979,3805,3899,DIXIE HWY, ,DIXIE,HWY, ,MATHEIS,LN, ,LEROY,AVE,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,423.630606176039
1279,8632,1060,1099,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,I 264 RAMP, , ,I 264 RAMP, ,LOUISVILLE,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,721.954391236652
1280,19882,3700,3719,DIXIE HWY, ,DIXIE,HWY, ,OEHRLE,DR, ,NOBEL,PL,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,351.722923178263
1281,19914,3800,3804,DIXIE HWY, ,DIXIE,HWY, ,NOBEL,PL, ,MATHEIS,LN,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,137.194205416993
1282,20068,3900,3928,DIXIE HWY, ,DIXIE,HWY, ,LEROY,AVE, ,PARK,RD,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,427.378350891685
1283,8631,1040,1059,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,I 264 RAMP, , ,I 264 RAMP, ,ST MATTHEWS,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,335.855199339873
1284,26930,2500,2599,ROCKFORD LN, ,ROCKFORD,LN, ,JEAN,AVE, ,IMPERIAL,TER,SHIVELY,3,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,647.156128101062
1285,27215,5100,5115,DIXIE HWY, ,DIXIE,HWY, ,UPPER HUNTERS,TRCE, ,BONNYVILLE,BLVD,LOUISVILLE,12,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,629.465176097475
1286,27277,5116,5199,DIXIE HWY, ,DIXIE,HWY, ,BONNYVILLE,BLVD, ,MEYERS,LN,LOUISVILLE,12,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,791.679816315771
1287,8634,2805,2814,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,I 264 RAMP, , ,HILLBROOK,DR,MEADOWVIEW ESTATES,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,511.418922842424
1288,26923,5000,5099,GREENBELT HWY, ,GREENBELT,HWY, ,CANE RUN,RD, ,BRIDGE,AVE,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,878.458068895765
1289,15959,1099,1000,E JEFFERSON ST,E,JEFFERSON,ST,E,CHESTNUT,ST,S,WENZEL,ST,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,1.05,43,056-CS-1014B -000,E Jefferson St,Baxter Ave (US 31E),0,S 1st St (CS-1002F),1.05,2331,2220,6,5.71428571,1.05,1,METRO,379.71097485654
1290,15958,200,299,BAXTER AVE, ,BAXTER,AVE,E,MARKET,ST,E,CHESTNUT,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,520.294991997842
1291,26941,2300,2352,ROCKFORD LN, ,ROCKFORD,LN, ,QUINN,DR, ,DUANE,AVE,SHIVELY,3,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,1294.08065256829
1292,26936,2353,2399,ROCKFORD LN, ,ROCKFORD,LN, ,DUANE,AVE, ,VAN HOOSE,RD,SHIVELY,1,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,271.596146724553
1293,26942,2217,2299,ROCKFORD LN, ,ROCKFORD,LN, ,GRASTON,AVE, ,QUINN,DR,SHIVELY,1,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,148.6673746363
1294,26933,2400,2499,ROCKFORD LN, ,ROCKFORD,LN, ,VAN HOOSE,RD, ,JEAN,AVE,SHIVELY,1,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,680.077507537055
1295,13666,8000,8017,BARDSTOWN RD, ,BARDSTOWN,RD, ,ICHABOD,DR, ,OLD BARDSTOWN,RD,LOUISVILLE,22,STATE,MAJOR ARTERIAL,US-31E,1.652,7,056-US-0031E -000,Bardstown Rd,Captain Place,3.909,Beulah Church Rd / Seatonville Rd (KY 1065),5.561,6005,3634.98789346,16,9.68523002,0,0,KYTC,456.125776612795
1296,12008,8018,8099,BARDSTOWN RD, ,BARDSTOWN,RD, ,OLD BARDSTOWN,RD, ,CAPTAIN,PL,LOUISVILLE,22,STATE,MAJOR ARTERIAL,US-31E,1.652,7,056-US-0031E -000,Bardstown Rd,Captain Place,3.909,Beulah Church Rd / Seatonville Rd (KY 1065),5.561,6005,3634.98789346,16,9.68523002,0,0,KYTC,954.317186785098
