X,Y,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREET,OWNER2,ROUTE,MILEPOINT,DESCRIPTION,TIMES,OWNER,TYPE,INTID,ATMSID
1258143.25,274695.001249999,157,MPW014458,SIG014458,WHITTINGTON,SHELBYVILLE,S,US-60,7.63,WHITTINGTON @ SHELBYVILLE,24 HOURS,KYTC,1,28011E9395940,
1192765.75,275391.75,158,MPW002796,SIG002796,LOUIS COLEMAN JR,GARLAND,M,,,LOUIS COLEMAN JR @ GARLAND,24 HOURS,METRO,1,28210E9852482,
1193152.0,279343.375,159,MPW002845,SIG002845,LOUIS COLEMAN JR,MUHAMMAD ALI,M,,,LOUIS COLEMAN JR @ MUHAMMAD ALI,24 HOURS,METRO,1,28218E9857012,
1193412.5,280877.0,160,MPW002882,SIG002882,LOUIS COLEMAN JR,MARKET,M,,,LOUIS COLEMAN JR @ MARKET,24 HOURS,METRO,1,28222E9854214,
1269153.7375,268717.316249996,161,MPW016240,SIG016240,MARTIN HOUSE,WATTERSON,S,KY-913,3.26,MARTIN HOUSE @ WATTERSON,24 HOURS,KYTC,1,28607E0487355,
1287881.78,253915.528750002,162,MPW017546,SIG017546,TAYLORSVILLE LAKE,TAYLORSVILLE,S,KY-155,4.26,TAYLORSVILLE LAKE @ TAYLORSVILLE,24 HOURS,KYTC,1,2895999586394,
1277100.40000001,290134.724999994,163,MPW016988,SIG016988,CHAMBERLAIN,COLLINS,M,,,CHAMBERLAIN @ COLLINS,24 HOURS,METRO,1,   28110531224,
1278662.815,272885.052499995,164,MPW017059,SIG017059,SHELBYVILLE,URTON,S,US-60,11.68,SHELBYVILLE @ URTON,24 HOURS,KYTC,1,   32359406711,
1279756.59999999,282137.747500002,165,MPW017104,SIG017104,OLD HENRY,I 265 RAMP,S,KY-3084,0.838,OLD HENRY @ I 265 RAMP,24 HOURS,KYTC,1,   76447569996,
1249860.125,314091.8125,166,MPW012788,SIG012788,COVERED BRIDGE,U S HIGHWAY 42,S,US-42,11.22,COVERED BRIDGE @ U S HIGHWAY 42,24 HOURS,KYTC,1,  139713056712,
1265875.5,265301.6875,167,MPW015878,SIG015878,BLUEGRASS,WATTERSON,S,KY-1819,11.77,BLUEGRASS @ WATTERSON,24 HOURS,KYTC,1,  144105747355,
1269735.25,267189.5,168,MPW016309,SIG016309,OLD BLANKENBAKER,BLANKENBAKER,S,KY-913,2.95,OLD BLANKENBAKER @ BLANKENBAKER,24 HOURS,KYTC,1,1457F4227624,
1260891.5,289538.8125,169,MPW015010,SIG015010,WESTPORT,HURSTBOURNE,S,KY-1447,5.25,WESTPORT @ HURSTBOURNE,24 HOURS,KYTC,1,  181771329125,
1237183.5,276719.375,170,MPW010256,SIG010256,BRECKENRIDGE,WILLIS,S,KY-1932,5.4,BRECKENRIDGE @ WILLIS,24 HOURS,KYTC,1,  259306567199,
1237816.375,275701.0,171,MPW010393,SIG010393,BRECKENRIDGE,GRANDVIEW,S,KY-1932,5.18,BRECKENRIDGE @ GRANDVIEW,24 HOURS,KYTC,1,  268106562607,
1259185.5,265811.375,172,MPW014657,SIG014657,BLUEGRASS,PLANTSIDE,JT,,,BLUEGRASS @ PLANTSIDE,24 HOURS,JEFFERSONTOWN,1,  315105745094,
1250616.00125,264693.875,173,MPW012933,SIG012933,LOWE,TAYLORSVILLE,S,KY-155,12.3,LOWE @ TAYLORSVILLE,24 HOURS,KYTC,1,  322039676394,
1270334.0,259260.6875,174,MPW016375,SIG016375,ELECTRON,BLANKENBAKER,S,KY-913,1.44,ELECTRON @ BLANKENBAKER,24 HOURS,KYTC,1,  372436657624,
1248113.5325,258076.909999996,175,MPW012401,SIG012401,SUMMERFIELD,MANNER DALE,M,,,SUMMERFIELD @ MANNER DALE,24 HOURS,METRO,1,  382524234154,
1259205.75,283165.0,176,MPW014659,SIG014659,ASHMOOR,LA GRANGE,S,KY-146,3.23,ASHMOOR @ LA GRANGE,24 HOURS,KYTC,1,  445201983707,
1259835.125,281354.96875,177,MPW014793,SIG014793,CORPORATE CAMPUS,ORMSBY STATION,M,,,CORPORATE CAMPUS @ ORMSBY STATION,24 HOURS,METRO,1,  446870178974,
1258315.625,259613.4375,178,MPW014483,SIG014483,PATTI,TAYLORSVILLE,S,KY-155,10.46,PATTI @ TAYLORSVILLE,24 HOURS,KYTC,1,  499349886394,
1260889.625,257148.375,179,MPW015009,SIG015009,COLLEGE,OLD SIX MILE,S,KY-155,9.77,COLLEGE @ OLD SIX MILE,24 HOURS,KYTC,1,  503812204764,
1242327.0,286829.0625,180,MPW011291,SIG011291,BROWNSBORO,I 264 RAMP,S,US-42,5.73,BROWNSBORO @ I 264 RAMP,24 HOURS,KYTC,1,  528207249995,
1250824.5,275562.5,181,MPW012961,SIG012961,CHRISTIAN,SHELBYVILLE,S,US-60,6.23,CHRISTIAN @ SHELBYVILLE,24 HOURS,KYTC,1,  594217895940,
1235846.875,266077.96875,182,MPW010008,SIG010008,DUTCHMANS,TAYLORSVILLE,S,KY-155,15.1,DUTCHMANS @ TAYLORSVILLE,24 HOURS,KYTC,1,  617417176394,
1262868.375,274167.28125,183,MPW015414,SIG015414,SHELBYVILLE,DORSEY,S,US-60,8.53,SHELBYVILLE @ DORSEY,24 HOURS,KYTC,1,  67215940E256,
1268203.25,293191.0,184,MPW016137,SIG016137,WESTPORT,I 265 RAMP,S,KY-1447,6.75,WESTPORT @ I 265 RAMP,24 HOURS,KYTC,1,  698571329996,
1264682.75,291722.34375,185,MPW015720,SIG015720,FREYS HILL,SPRINGHURST,S,KY-1447,6.03,FREYS HILL @ SPRINGHURST,24 HOURS,KYTC,1,  724823409123,
1240381.125,271586.936250001,186,MPW010907,SIG010907,BRECKENRIDGE,KRESGE,S,KY-1932,4.25,BRECKENRIDGE @ KRESGE,24 HOURS,KYTC,1,  781906564084,
1278924.125,253411.71875,187,MPW017073,SIG017073,TAYLORSVILLE,I 265 RAMP,S,KY-155,6.06,TAYLORSVILLE @ I 265 RAMP,24 HOURS,KYTC,1,  798163949996,
1235012.75,239961.65625,188,MPW009863,SIG009863,MILE OF SUNSHINE,SHEPHERDSVILLE,S,KY-2052,0.81,MILE OF SUNSHINE @ SHEPHERDSVILLE,24 HOURS,KYTC,1,  927443775945,
1252595.5,244970.6875,189,MPW013351,SIG013351,BARDSTOWN,HUDSON,S,US-31E,6.8,BARDSTOWN @ HUDSON,24 HOURS,KYTC,1, 1060703843011,
1253437.75,244248.6875,190,MPW013532,SIG013532,BARDSTOWN,FAIRGROUND,S,US-31E,6.59,BARDSTOWN @ FAIRGROUND,24 HOURS,KYTC,1, 1073103842114,
1267391.125,256143.3125,191,MPW016050,SIG016050,BLANKENBAKER,BLANKENBAKER ACCESS,S,KY 913,0,BLANKENBAKER @ BLANKENBAKER ACCESS,24 HOURS,KYTC,1, 1077276247847,
1260880.125,254332.875,192,MPW015007,SIG015007,WATTERSON,RUCKRIEGEL,M,,,WATTERSON @ RUCKRIEGEL,24 HOURS,METRO,1, 1089073558881,
1235179.39875001,234244.685000002,193,MPW009896,SIG009896,APPLEGATE,SHEPHERDSVILLE,M,,,APPLEGATE @ SHEPHERDSVILLE,24 HOURS,METRO,1, 1162501355945,
1258610.625,232331.375,194,MPW014535,SIG014535,BARDSTOWN,COLONEL HANCOCK,S,US-31E,4.09,BARDSTOWN @ COLONEL HANCOCK,24 HOURS,KYTC,1, 1210503849413,
1225880.75,283929.53125,195,MPW008293,SIG008293,RIVERWOOD,ZORN,M,,,RIVERWOOD @ ZORN,24 HOURS,METRO,1, 1220355397553,
1197336.875,281712.25,196,MPW003609,SIG003609,DUNCAN,26TH,M,,,DUNCAN @ 26TH,24 HOURS,METRO,1, 1239817026583,
1201204.125,280112.8125,197,MPW004449,SIG004449,18TH,MAIN,S,US 31W,20.662,18TH @ MAIN,24 HOURS,KYTC,1, 1261918824139,
1199228.75,279909.125,198,MPW004005,SIG004005,MARKET,22ND,S,US 31W,20.2009,MARKET @ 22ND,24 HOURS,KYTC,1, 1264342146580,
1222750.75,279628.875,199,MPW007745,SIG007745,BROWNSBORO,CLIFTON,S,US-42,1.685,BROWNSBORO @ CLIFTON,24 HOURS,KYTC,1, 1272807241184,
1202470.125,278872.875,200,MPW004744,SIG004744,15TH,JEFFERSON,M,,,15TH @ JEFFERSON,24 HOURS,METRO,1, 1276222043327,
1199347.75,277548.4375,201,MPW004025,SIG004025,CHESTNUT,DR W J HODGE,S,US-31W,19.846,CHESTNUT @ DR W J HODGE,24 HOURS,KYTC,1, 1287311146574,
1200767.875,277318.623750001,202,MPW004355,SIG004355,CHESTNUT,18TH,M,,,CHESTNUT @ 18TH,24 HOURS,METRO,1, 1289611141883,
1195334.5,276726.0,203,MPW003187,SIG003187,BROADWAY,29TH,M,,,BROADWAY @ 29TH,24 HOURS,METRO,1, 1297607026578,
1218093.5,276707.25,204,MPW007160,SIG007160,LEXINGTON,PAYNE,M,,,LEXINGTON @ PAYNE,24 HOURS,METRO,1, 1297938384996,
1195810.25,276700.061250001,205,MPW003290,SIG003290,BROADWAY,28TH,M,,,BROADWAY @ 28TH,24 HOURS,METRO,1, 1298007026570,
1198587.5,275794.0625,206,MPW003876,SIG003876,MAPLE,22ND,S,US-31W,19.42,MAPLE @ 22ND,24 HOURS,KYTC,1, 1304941726580,
1205715.25,274766.9375,207,MPW005461,SIG005461,7TH,YORK,M,,,7TH @ YORK,24 HOURS,METRO,1, 1311958997433,
1198411.0,274659.998750001,208,MPW003841,SIG003841,GARLAND,22ND,S,US-31W,19.2,GARLAND @ 22ND,24 HOURS,KYTC,1, 1312724826580,
1204701.125,274628.125,209,MPW005214,SIG005214,CAWTHON,9TH,M,,,CAWTHON @ 9TH,24 HOURS,METRO,1, 1313731264569,
1207958.25,273572.6875,210,MPW005814,SIG005814,BRECKINRIDGE,2ND,S,KY-1020,11.8,BRECKINRIDGE @ 2ND,24 HOURS,KYTC,1, 1323206585872,
1208434.5,273499.5,211,MPW005862,SIG005862,W BRECKINRIDGE ST,S 1ST ST,M,,,W BRECKINRIDGE ST @ S 1ST ST,24 HOURS,METRO,1, 1324006570658,
1208267.25,272423.25,212,MPW005845,SIG005845,1ST,KENTUCKY,M,,,1ST @ KENTUCKY,24 HOURS,METRO,1, 1331722233531,
1198036.25,272250.0,213,MPW003774,SIG003774,OAK,22ND,S,US-31W,18.747,OAK @ 22ND,24 HOURS,KYTC,1, 1332947196580,
1206756.75,272090.5625,214,MPW005638,SIG005638,4TH,ST CATHERINE,M,,,4TH @ ST CATHERINE,24 HOURS,METRO,1, 1334723055786,
1207232.25,272017.875,215,MPW005707,SIG005707,ST CATHERINE,3RD,S,KY-1020,11.49,ST CATHERINE @ 3RD,24 HOURS,KYTC,1, 1335857866438,
1208655.75,271798.75,216,MPW005889,SIG005889,BROOK,ST CATHERINE,M,,,BROOK @ ST CATHERINE,24 HOURS,METRO,1, 1338307075785,
1208050.875,271031.25,217,MPW005822,SIG005822,1ST,OAK,M,,,1ST @ OAK,24 HOURS,METRO,1, 1345622234718,
1214808.375,270854.875,218,MPW006810,SIG006810,ST CATHERINE,SCHILLER,M,,,ST CATHERINE @ SCHILLER,24 HOURS,METRO,1, 1347657855851,
1212512.375,270829.1875,219,MPW006499,SIG006499,LOGAN,MARY,S,KY-864,14.691,LOGAN @ MARY,24 HOURS,KYTC,1, 1347739214234,
1206763.375,269017.4375,220,MPW005639,SIG005639,MAGNOLIA,3RD,S,KY-1020,10.912,MAGNOLIA @ 3RD,24 HOURS,KYTC,1, 1366341306438,
1207135.49875,268273.1875,221,MPW005696,SIG005696,BURNETT,2ND,S,KY-1020,10.784,BURNETT @ 2ND,24 HOURS,KYTC,1, 1372107755872,
1208083.375,268127.375,222,MPW005824,SIG005824,BROOK,BURNETT,M,,,BROOK @ BURNETT,24 HOURS,METRO,1, 1373607070774,
1208010.625,267656.8125,223,MPW005817,SIG005817,BROOK,HILL,M,,,BROOK @ HILL,24 HOURS,METRO,1, 1378307072933,
1205964.50125,266994.6875,224,MPW005505,SIG005505,4TH,LEE,M,,,4TH @ LEE,24 HOURS,METRO,1, 1386723053797,
1206439.125,266922.4375,225,MPW005581,SIG005581,LEE,3RD,S,KY-1020,10.508,LEE @ 3RD,24 HOURS,KYTC,1, 1388337976438,
1191784.5,266680.875,226,MPW002648,SIG002648,CANE RUN,COMMERCE CENTER,S,KY-1934,11.28,CANE RUN @ COMMERCE CENTER,24 HOURS,KYTC,1, 139130934D199,
1205744.5,265575.25,227,MPW005467,SIG005467,BRANDEIS,4TH,M,,,BRANDEIS @ 4TH,24 HOURS,METRO,1, 1403706482305,
1207999.83499999,263767.640000001,228,MPW005815,SIG005815,FLOYD,UNIVERSITY,M,,,FLOYD @ UNIVERSITY,24 HOURS,METRO,1,142022254F271,
1198782.75,262100.59375,229,MPW003916,SIG003916,ARCADE,7TH STREET,S,KY-1931,9.62,ARCADE @ 7TH STREET,24 HOURS,KYTC,1, 1442201485900,
1219430.0,261049.3125,230,MPW007305,SIG007305,FINCASTLE,POPLAR LEVEL,S,KY-864,12.268,FINCASTLE @ POPLAR LEVEL,24 HOURS,KYTC,1, 1456922135123,
1213342.5,260161.75,231,MPW006617,SIG006617,HESS,PRESTON,S,KY-61,9.332,HESS @ PRESTON,24 HOURS,KYTC,1, 1466129065144,
1273922.75,274301.6875,232,MPW016732,SIG016732,JUNEAU,SHELBYVILLE,S,US-60,10.73,JUNEAU @ SHELBYVILLE,24 HOURS,KYTC,1,   16340775940,
1274759.625,295398.5,233,MPW016812,SIG016812,COLLINS,WESTPORT,S,KY-1447,8.03,COLLINS @ WESTPORT,24 HOURS,KYTC,1,   28012247132,
1244454.5,290319.311250001,234,MPW011633,SIG011633,LIME KILN,U S HIGHWAY 42,S,US-42,6.52,LIME KILN @ U S HIGHWAY 42,24 HOURS,KYTC,1,  179038606712,
1259365.25,288988.75,235,MPW014693,SIG014693,GOOSE CREEK,WESTPORT,S,KY-1447,4.94,GOOSE CREEK @ WESTPORT,24 HOURS,KYTC,1,  181925897132,
1246436.76000001,282003.342500001,236,MPW012044,SIG012044,WASHBURN,WESTPORT,S,KY-1447,2.09,WASHBURN @ WESTPORT,24 HOURS,KYTC,1,  220070427132,
1250814.5825,280374.856250003,237,MPW012963,SIG012963,LYNDON,LA GRANGE,S,KY-2050,0.27,LYNDON @ LA GRANGE,24 HOURS,KYTC,1,  228127743707,
1241271.18875,276730.516249999,238,MPW011095,SIG011095,HUBBARDS,SHELBYVILLE,S,US-60,4.41,HUBBARDS @ SHELBYVILLE,24 HOURS,KYTC,1,  259030085940,
1239185.5,276979.5,239,MPW010665,SIG010665,BROWNS,SHELBYVILLE,S,US-60,4.04,BROWNS @ SHELBYVILLE,24 HOURS,KYTC,1,  260107235940,
1270045.375,274018.125,240,MPW016343,SIG016343,MAIN,MADISON,MT,,,MAIN @ MADISON,24 HOURS,MIDDLETOWN,1,  276941369985,
1239007.25,273788.875,241,MPW010637,SIG010637,BRECKENRIDGE,WINCHESTER,S,KY-1932,4.74,BRECKENRIDGE @ WINCHESTER,24 HOURS,KYTC,1,  278406567222,
1235788.25,271278.25,242,MPW009997,SIG009997,CANNONS,I 64 RAMP,S,KY-2048,1.325,CANNONS @ I 64 RAMP,24 HOURS,KYTC,1,  291009369997,
1260507.0,263681.125,243,MPW014945,SIG014945,BUNSEN PKY,PLANTSIDE DR,JT,,,BUNSEN PKY @ PLANTSIDE DR,24 HOURS,JEFFERSONTOWN,1,  460407638870,
1240532.76375,274730.373750001,244,MPW010949,SIG010949,BROWNS,WINCHESTER,M,,,BROWNS @ WINCHESTER,24 HOURS,METRO,1,  464207237222,
1242913.95625,272155.923749998,245,MPW011388,SIG011388,BROWNS,SHERBURN,M,,,BROWNS @ SHERBURN,24 HOURS,METRO,1,  466807235950,
1243824.375,265222.9375,246,MPW011533,SIG011533,BRECKENRIDGE,TAYLORSVILLE,S,KY-155,13.59,BRECKENRIDGE @ TAYLORSVILLE,24 HOURS,KYTC,1,  518806566394,
1244108.26875,271003.216250002,247,MPW011577,SIG011577,BROWNS,DUTCHMANS,M,,,BROWNS @ DUTCHMANS,24 HOURS,METRO,1,  531507231717,
1243569.25,270469.4375,248,MPW011495,SIG011495,DUTCHMANS,DUPONT,M,,,DUTCHMANS @ DUPONT,24 HOURS,METRO,1,  531717171749,
1240944.0,270646.1875,249,MPW011024,SIG011024,BRECKENRIDGE,DUTCHMANS,S,KY-1932,4.05,BRECKENRIDGE @ DUTCHMANS,24 HOURS,KYTC,1,  531906561717,
1270456.625,300359.71875,250,MPW016385,SIG016385,BALLARDSVILLE,MURPHY,S,KY-22,5.64,BALLARDSVILLE @ MURPHY,24 HOURS,KYTC,1,  540503644492,
1255126.25,263366.125,251,MPW013874,SIG013874,TAYLORSVILLE,HURSTBOURNE,S,KY-155,11.4,TAYLORSVILLE @ HURSTBOURNE,24 HOURS,KYTC,1,  561263949126,
1253796.34625,262110.542500004,252,MPW013608,SIG013608,HURSTBOURNE,GREENE,S,KY-1747,10.68,HURSTBOURNE @ GREENE,24 HOURS,KYTC,1,  561991269352,
1256330.5,261912.46875,253,MPW014109,SIG014109,SIX MILE,TAYLORSVILLE,S,KY-155,11.03,SIX MILE @ TAYLORSVILLE,24 HOURS,KYTC,1,  562560056394,
1238090.25125,267428.4375,254,MPW010439,SIG010439,CANNONS,DUTCHMANS,S,KY-2048,0.485,CANNONS @ DUTCHMANS,24 HOURS,KYTC,1,  617909361717,
1236955.875,265922.40625,255,MPW010207,SIG010207,TAYLORSVILLE,I 264 RAMP,S,KY-155,14.88,TAYLORSVILLE @ I 264 RAMP,24 HOURS,KYTC,1,  618163949995,
1264433.375,273989.71875,256,MPW015687,SIG015687,LA FONTENAY,MOSER,S,US-60,8.83,LA FONTENAY @ MOSER,24 HOURS,KYTC,1,  678831324472,
1274299.25,252728.891249999,257,MPW016774,SIG016774,TAYLORSVILLE,TUCKER STATION,S,KY 155,7.588,TAYLORSVILLE @ TUCKER STATION,24 HOURS,KYTC,1,  803463946551,
1297426.75,227859.891249999,258,MPW017689,SIG017689,DRY RIDGE,NAPIER,M,,,DRY RIDGE @ NAPIER,24 HOURS,METRO,1,  809116897475,
1276548.75,252953.84375,259,MPW016958,SIG016958,STONE LAKES,TAYLORSVILLE,S,KY-155,6.45,STONE LAKES @ TAYLORSVILLE,24 HOURS,KYTC,1,  815914026394,
1257272.49875,235656.625,260,MPW014304,SIG014304,BARDSTOWN,I 265 RAMP,S,US-31E,7.77,BARDSTOWN @ I 265 RAMP,24 HOURS,KYTC,1,  821803849996,
1244661.25,251026.25,261,MPW011671,SIG011671,BARDSTOWN,BRECKENRIDGE,S,US-31E,8.69,BARDSTOWN @ BRECKENRIDGE,24 HOURS,KYTC,1,2,
1235082.5,245048.125,262,MPW009882,SIG009882,RANGELAND,SHEPHERDSVILLE,S,KY-2052,1.78,RANGELAND @ SHEPHERDSVILLE,24 HOURS,KYTC,1,2,
1245006.75,254178.78125,263,MPW011741,SIG011741,REDDING,MEADOW RIDGE,S,KY-1932,0.6,REDDING @ MEADOW RIDGE,24 HOURS,KYTC,1, 1082354379904,
1255877.75,239473.65625,264,MPW014034,SIG014034,BARDSTOWN,BEULAH CHURCH,S,US-31E,5.5,BARDSTOWN @ BEULAH CHURCH,24 HOURS,KYTC,1, 1157103840518,
1240100.0,235341.71875,265,MPW010847,SIG010847,OUTER LOOP,SMYRNA PKWY,S,KY-1065,8.52,OUTER LOOP @ SMYRNA PKWY,24 HOURS,KYTC,1, 1159546326026,
1250470.0,251772.625,266,MPW012917,SIG012917,WATTERSON,HURSTBOURNE,S,KY-1747,8.52,WATTERSON @ HURSTBOURNE,24 HOURS,KYTC,1, 1183973559126,
1227285.16374999,258672.907499999,267,MPW008552,SIG008552,NEWBURG,I 264 RAMP,S,KY-1703,2.2,NEWBURG @ I 264 RAMP,24 HOURS,KYTC,1, 1211845529995,
1229272.5,290758.875,268,MPW008812,SIG008812,INDIAN HILLS,RIVER,M,,,INDIAN HILLS @ RIVER,24 HOURS,METRO,1, 1214731548199,
1201866.5,281127.125,269,MPW004618,SIG004618,BANK,17TH,M,,,BANK @ 17TH,24 HOURS,METRO,1, 1249303705896,
1197231.125,280742.375,270,MPW003581,SIG003581,MAIN,26TH,M,,,MAIN @ 26TH,24 HOURS,METRO,1, 1253941396583,
1197175.875,280295.5,271,MPW003574,SIG003574,MARKET,26TH,M,,,MARKET @ 26TH,24 HOURS,METRO,1, 1259842146584,
1199702.75,279834.4375,272,MPW004105,SIG004105,MARKET,DR W J HODGE,S,US 31W,20.401,MARKET @ DR W J HODGE,24 HOURS,KYTC,1, 1264942146574,
1199149.125,279402.623750001,273,MPW003992,SIG003992,JEFFERSON,22ND,S,US-31W,20.112,JEFFERSON @ 22ND,24 HOURS,KYTC,1, 1270433276580,
1198995.375,278416.0,274,MPW003968,SIG003968,22ND,MUHAMMAD ALI,S,US-31W,19.923,22ND @ MUHAMMAD ALI,24 HOURS,KYTC,1, 1280365807012,
1201842.5,277966.25,275,MPW004615,SIG004615,16TH,MUHAMMAD ALI,M,,,16TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1284560077012,
1192963.25,276861.25,276,MPW002814,SIG002814,BROADWAY,LOUIS COLEMAN JR,M,,,BROADWAY @ LOUIS COLEMAN JR,24 HOURS,METRO,1,129600702E985,
1193668.75,276827.125,277,MPW002933,SIG002933,BROADWAY,32ND,M,,,BROADWAY @ 32ND,24 HOURS,METRO,1, 1296407026456,
1201096.25,276298.5,278,MPW004430,SIG004430,BROADWAY,17TH,S,US 150,1.192,BROADWAY @ 17TH,24 HOURS,KYTC,1, 1300807025897,
1201566.5,276207.375,279,MPW004545,SIG004545,BROADWAY,16TH,S,US 150,1.283,BROADWAY @ 16TH,24 HOURS,KYTC,1, 1302007026007,
1203933.75,275749.5625,280,MPW005047,SIG005047,BROADWAY,11TH,S,US 150,1.72,BROADWAY @ 11TH,24 HOURS,KYTC,1, 1305307021899,
1206190.75,274700.875,281,MPW005545,SIG005545,6TH,YORK,M,,,6TH @ YORK,24 HOURS,METRO,1, 1312560097433,
1208087.125,274402.25,282,MPW005826,SIG005826,2ND,YORK,S,KY-1020,11.996,2ND @ YORK,24 HOURS,KYTC,1, 1315258727433,
1198513.0,272188.498750001,283,MPW003859,SIG003859,OAK,DR W J HODGE,S,US-31W,18.83,OAK @ DR W J HODGE,24 HOURS,KYTC,1, 1333447196574,
1207705.75,271945.25,284,MPW005782,SIG005782,ST CATHERINE,2ND,S,KY-1020,11.507,ST CATHERINE @ 2ND,24 HOURS,KYTC,1, 1336657865872,
1200110.37375,271690.875,285,MPW004209,SIG004209,DUMESNIL,17TH,M,,,DUMESNIL @ 17TH,24 HOURS,METRO,1, 1339416985897,
1207096.25,271158.625,286,MPW005690,SIG005690,OAK,3RD,S,KY-1020,11.316,OAK @ 3RD,24 HOURS,KYTC,1, 1344647196438,
1208527.375,270969.4375,287,MPW005871,SIG005871,BROOK,OAK,M,,,BROOK @ OAK,24 HOURS,METRO,1, 1346307074718,
1209106,270892,288,MPW005967,SIG005967,FLOYD,OAK,M,,,FLOYD @ OAK,24 HOURS,METRO,1, 1346922544718,
1206499.5,270436.5,289,MPW005597,SIG005597,4TH,ORMSBY,M,,,4TH @ ORMSBY,24 HOURS,METRO,1, 1352223054803,
1208371.25,269971.251249999,290,MPW005858,SIG005858,BROOK,ORMSBY,M,,,BROOK @ ORMSBY,24 HOURS,METRO,1, 1357807074802,
1204080.0,268256.125,291,MPW005086,SIG005086,HILL,7TH,M,,,HILL @ 7TH,24 HOURS,METRO,1, 1372329345899,
1193657.47499999,267448.981250003,292,MPW002931,SIG002931,ALGONQUIN,BEECH,S,KY-2054,0.95,ALGONQUIN @ BEECH,24 HOURS,KYTC,1, 1380800610458,
1197306.75,267058.1875,293,MPW003602,SIG003602,ALGONQUIN,DIXIE,S,KY-2054,1.64,ALGONQUIN @ DIXIE,24 HOURS,KYTC,1, 1385800611612,
1206914.25,266850.1875,294,MPW005669,SIG005669,LEE,2ND,S,KY-1020,10.513,LEE @ 2ND,24 HOURS,KYTC,1, 1389037975872,
1220811.625,266605.0,295,MPW007511,SIG007511,NEWBURG,SPEED,S,KY-1703,4.287,NEWBURG @ SPEED,24 HOURS,KYTC,1, 1392245526082,
1230334.75,264574.75,296,MPW008997,SIG008997,BARDSTOWN,TYLER,S,US-31E,12.593,BARDSTOWN @ TYLER,24 HOURS,KYTC,1, 1412803846596,
1200008.75,263974.0,297,MPW004191,SIG004191,CENTRAL,7TH STREET,S,KY-1931,10.04,CENTRAL @ 7TH STREET,24 HOURS,KYTC,1, 1418310415900,
1192227.25,272419.75,298,MPW002721,SIG002721,LOUIS COLEMAN JR,DUMESNIL,M,,,LOUIS COLEMAN JR @ DUMESNIL,24 HOURS,METRO,1,28198E9851698,
1277925.625,272996.90625,299,MPW017023,SIG017023,PARK PLACE,SHELBYVILLE,S,US-60,10.92,PARK PLACE @ SHELBYVILLE,24 HOURS,KYTC,1,   48920185940,
1277425.375,288187.25,300,MPW017003,SIG017003,LA GRANGE,I 265 RAMP,S,KY-146,7.28,LA GRANGE @ I 265 RAMP,24 HOURS,KYTC,1,  104937079996,
1277612.5,276833.6875,301,MPW017013,SIG017013,AIKEN,ENGLISH STATION,M,,,AIKEN @ ENGLISH STATION,24 HOURS,METRO,1,  106600329409,
1284300.8275,284311.329999998,302,MPW017340,SIG017340,OLD HENRY,BUSH FARM,S,KY-3084,1.79,OLD HENRY @ BUSH FARM,24 HOURS,KYTC,1,  11314756D130,
1280731.25,272619.4375,303,MPW017155,SIG017155,SHELBYVILLE,I 265 RAMP,S,US-60,12.07,SHELBYVILLE @ I 265 RAMP,24 HOURS,KYTC,1,  122559409996,
1249566.75,313258.3125,304,MPW012737,SIG012737,HUNTING CREEK,U S HIGHWAY 42,S,US-42,11.05,HUNTING CREEK @ U S HIGHWAY 42,24 HOURS,KYTC,1,  139830266712,
1241462.0,278722.25,305,MPW011135,SIG011135,HUBBARDS,LEDYARD,M,,,HUBBARDS @ LEDYARD,24 HOURS,METRO,1,  238430073793,
1272408.375,275183.875,306,MPW016597,SIG016597,EVERGREEN,SHELBYVILLE,S,US-60,10.39,EVERGREEN @ SHELBYVILLE,24 HOURS,KYTC,1,  270619905940,
1235649.66,271865.667500004,307,MPW009976,SIG009976,CANNONS,WINCHESTER,S,KY-2048,1.45,CANNONS @ WINCHESTER,24 HOURS,KYTC,1,  288409367222,
1244364.00125,264485.4375,308,MPW011619,SIG011619,BRECKENRIDGE,HIKES,S,KY-1932,2.695,BRECKENRIDGE @ HIKES,24 HOURS,KYTC,1,  323706562930,
1244893.75,261029.59375,309,MPW011722,SIG011722,BRECKENRIDGE,SUDBURY,S,KY-1932,1.99,BRECKENRIDGE @ SUDBURY,24 HOURS,KYTC,1,  352706563259,
1233354.75,260095.375,310,MPW009510,SIG009510,BARDSTOWN,HEATHER,S,US-31E,11.563,BARDSTOWN @ HEATHER,24 HOURS,KYTC,1,  363503842866,
1235234.75,257663.71875,311,MPW009903,SIG009903,BARDSTOWN,HIKES,S,KY-2251,1,BARDSTOWN @ HIKES,24 HOURS,KYTC,1,  386003842930,
1270077.25,262819.25,312,MPW016345,SIG016345,BLANKENBAKER,COMMONWEALTH,S,KY-913,2.11,BLANKENBAKER @ COMMONWEALTH,24 HOURS,KYTC,1,  487976248353,
1255116.25,294295.8125,313,MPW013869,SIG013869,BROWNSBORO,GOOSE CREEK,S,KY-22,2.33,BROWNSBORO @ GOOSE CREEK,24 HOURS,KYTC,1,  451107242589,
1246983.25,264951.0,314,MPW012164,SIG012164,MCMAHAN,TAYLORSVILLE,S,KY-155,12.987,MCMAHAN @ TAYLORSVILLE,24 HOURS,KYTC,1,  468442936394,
