X,Y,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREET,OWNER2,ROUTE,MILEPOINT,DESCRIPTION,TIMES,OWNER,TYPE,INTID,ATMSID
1206582.5,277224.123750001,926,MPW005610,SIG005610,6TH,MUHAMMAD ALI,M,,,6TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1674260097012,
1208565.23125,277632.446250007,927,MPW005879,SIG005879,LIBERTY,2ND,S,KY-1020,12.572,LIBERTY @ 2ND,24 HOURS,KYTC,1, 1677238455872,
1208954.0,276855.6875,928,MPW005934,SIG005934,1ST,MUHAMMAD ALI,M,,,1ST @ MUHAMMAD ALI,24 HOURS,METRO,1, 1678022237011,
1209608.125,279411.96875,929,MPW006063,SIG006063,BINGHAM,WITHERSPOON,S,KY-3077,0.653,BINGHAM @ WITHERSPOON,24 HOURS,KYTC,1, 1678586188619,
1203496.74875,279230.875,930,MPW004951,SIG004951,MARKET,13TH,S,US 31W,21.008,MARKET @ 13TH,24 HOURS,KYTC,1, 1679442146442,
1203408.125,278725.125,931,MPW004937,SIG004937,JEFFERSON,13TH,M,,,JEFFERSON @ 13TH,24 HOURS,METRO,1, 1680033276442,
1205470.875,279440.938749999,932,MPW005400,SIG005400,MAIN,9TH,S,US 31W,21.473,MAIN @ 9TH,24 HOURS,KYTC,1, 1687841394568,
1205208.37375,277440.3125,933,MPW005344,SIG005344,ROY WILKINS,MUHAMMAD ALI,M,,,ROY WILKINS @ MUHAMMAD ALI,24 HOURS,METRO,1, 1688662077012,
1187740.75,261826.03125,934,MPW002027,SIG002027,CANE RUN,RALPH,S,KY-1934,10.09,CANE RUN @ RALPH,24 HOURS,KYTC,1, 1747509345394,
1187336.5,261443.5,935,MPW001969,SIG001969,CANE RUN,I 264 RAMP,S,KY-1934,9.96,CANE RUN @ I 264 RAMP,24 HOURS,KYTC,1, 1767709349995,
1186824.625,260971.6875,936,MPW001898,SIG001898,CANE RUN,I 264 RAMP,S,KY-1934,9.84,CANE RUN @ I 264 RAMP,24 HOURS,KYTC,1, 1767909349995,
1201075.5,229181.46875,937,MPW004425,SIG004425,NEW CUT,KY-841 RAMP,S,KY-1865,0.68,NEW CUT @ KY-841 RAMP,24 HOURS,KYTC,1,177554553E918,
1224371.5,242464.3125,938,MPW008009,SIG008009,FERN VALLEY,PRESTON,S,KY-61,5.36,FERN VALLEY @ PRESTON,24 HOURS,KYTC,1,2,
1195128.75,251831.719999999,939,MPW003131,SIG003131,ANNA,MANSLICK,S,KY-1931,7.377,ANNA @ MANSLICK,24 HOURS,KYTC,1, 1819901254163,
1222366.5,245994.75,940,MPW007692,SIG007692,PRESTON,VINEWOOD,S,KY-61,6.13,PRESTON @ VINEWOOD,24 HOURS,KYTC,1,2,
1225615.25749999,239515.673749998,941,MPW008243,SIG008243,OAKLAWN,PRESTON,S,KY-61,4.76,OAKLAWN @ PRESTON,24 HOURS,KYTC,1, 1895547265144,
1230939.75,235476.59375,942,MPW009091,SIG009091,OUTER,LAUREL RIDGE,S,KY-1065,6.86,OUTER @ LAUREL RIDGE,24 HOURS,KYTC,1, 1926948156797,
1222722.25,235160.21875,943,MPW007741,SIG007741,OUTER,I 65 RAMP,S,KY-1065,5.18,OUTER @ I 65 RAMP,24 HOURS,KYTC,1, 1943248159998,
1204607.75,251787.9375,944,MPW005200,SIG005200,3RD,WOODLAWN,M,,,3RD @ WOODLAWN,24 HOURS,METRO,1, 2014564387292,
1209428.875,229019.5,945,MPW006041,SIG006041,NATIONAL,KY-841 RAMP,S,KY-1020,3,NATIONAL @ KY-841 RAMP,24 HOURS,KYTC,1,211074535E918,
1173035.37875,230531.873750001,946,MPW000466,SIG000466,JOHNSONTOWN,TERRY,S,KY-1727,1.04,JOHNSONTOWN @ TERRY,24 HOURS,KYTC,1, 2224333556641,
1179242.6875,231316.697500005,947,MPW017878,SIG017878,DIXIE,WITTEN,S, US-31W,9.99,DIXIE @ WITTEN,24 HOURS,KYTC,1, 2292116127255,
1177074.375,250998.359999999,948,MPW000937,SIG000937,CANE RUN,TERRY,S,KY 1934,7.182,CANE RUN @ TERRY,24 HOURS,KYTC,1, 2302909346641,
1169643.75,210201.65625,949,MPW000195,SIG000195,DIXIE,LANDSTAR,S,US 31W,5.4,DIXIE @ LANDSTAR,24 HOURS,KYTC,1, 231481612D469,
1174008.0,238888.125,950,MPW000578,SIG000578,GREENWOOD,TERRY,S,KY-1727,1.6,GREENWOOD @ TERRY,24 HOURS,KYTC,1, 2350126536641,
1177826.0,251631.563749999,951,MPW001018,SIG001018,BRIDWELL,CANE RUN,S,KY-1934,7.37,BRIDWELL @ CANE RUN,24 HOURS,KYTC,1, 2368208340934,
1205399.875,260216.578749999,952,MPW005385,SIG005385,CENTRAL,3RD,S,KY-1020,9.47,CENTRAL @ 3RD,24 HOURS,KYTC,1, 2470010416438,
1231691.0,242386.46875,953,MPW009226,SIG009226,FERN VALLEY,JEFFERSON,S,KY-1747,3.33,FERN VALLEY @ JEFFERSON,24 HOURS,KYTC,1,2,
1238273.0625,242834.622500002,954,MPW017861,SIG017861,POPLAR LEVEL,FERN VALLEY,S,KY-864,7.17,POPLAR LEVEL @ FERN VALLEY,24 HOURS,KYTC,1,  825251238363,
1221531.0,256596.90625,955,MPW007619,SIG007619,POPLAR LEVEL,I 264 RAMP,S,KY-864,11.32,POPLAR LEVEL @ I 264 RAMP,24 HOURS,KYTC,1, 1542951239995,
1214364.125,278058.75,956,MPW006753,SIG006753,MAIN,WENZEL,S,US 31W,16.808,MAIN @ WENZEL,24 HOURS,KYTC,1, 1551741387100,
1213130.0,277731.4375,957,MPW006587,SIG006587,MARKET,SHELBY,S,US 31W,16.936,MARKET @ SHELBY,24 HOURS,KYTC,1, 1552642135937,
1212630.125,278324.625,958,MPW006518,SIG006518,E MAIN ST,S CLAY ST,S,US 31W,17.139,E MAIN ST @ S CLAY ST,24 HOURS,KYTC,1, 1560211661167,
1223604.75,279430.5,959,MPW007867,SIG007867,BROWNSBORO,EWING,S,US-42,1.846,BROWNSBORO @ EWING,24 HOURS,KYTC,1, 1562507241993,
1228081.0,258157.796250001,960,MPW008660,SIG008660,GOLDSMITH,NEWBURG,S,KY-1703,2,GOLDSMITH @ NEWBURG,24 HOURS,KYTC,1, 1566925854552,
1218357.00125,272547.125,961,MPW007190,SIG007190,CHEROKEE,GRINSTEAD,S,KY-2860,0.517,CHEROKEE @ GRINSTEAD,24 HOURS,KYTC,1, 1603711002663,
1212226.5,271830.375,962,MPW006457,SIG006457,KENTUCKY,SHELBY,S,KY-864,14.95,KENTUCKY @ SHELBY,24 HOURS,KYTC,1, 1635135315937,
1211396.625,277995.1875,963,MPW006313,SIG006313,JACKSON,MARKET,S,US 31W,17.265,JACKSON @ MARKET,24 HOURS,KYTC,1, 1638132924213,
1211976.0,277911.5,964,MPW006413,SIG006413,HANCOCK,MARKET,S,US 31W,17.158,HANCOCK @ MARKET,24 HOURS,KYTC,1, 1638227964213,
1213552.625,276649.498750001,965,MPW006643,SIG006643,CAMPBELL,LIBERTY,M,,,CAMPBELL @ LIBERTY,24 HOURS,METRO,1, 1640509243844,
1210590.5,276605.25,966,MPW006181,SIG006181,PRESTON,MUHAMMAD ALI,S,KY-61,12.7,PRESTON @ MUHAMMAD ALI,24 HOURS,KYTC,1, 1640851437011,
1214131.25,276560.5625,967,MPW006724,SIG006724,LIBERTY,WENZEL,M,,,LIBERTY @ WENZEL,24 HOURS,METRO,1, 1641038447101,
1211744.25,276426.0625,968,MPW006370,SIG006370,HANCOCK,MUHAMMAD ALI,M,,,HANCOCK @ MUHAMMAD ALI,24 HOURS,METRO,1, 1641327967011,
1208355.5,276133.3125,969,MPW005855,SIG005855,CHESTNUT,2ND,S,KY-1020,12.288,CHESTNUT @ 2ND,24 HOURS,KYTC,1, 1642411145872,
1209883.875,275898.875,970,MPW006099,SIG006099,CHESTNUT,FLOYD,M,,,CHESTNUT @ FLOYD,24 HOURS,METRO,1, 1643311132254,
1213676.46625,275314.900000006,971,MPW006665,SIG006665,CHESTNUT,CHESTNUT STREET CONNECTOR,S,KY-864,15.596,CHESTNUT @ CHESTNUT STREET CONNECTOR,24 HOURS,KYTC,1, 1645511138536,
1213237.875,274579.6875,972,MPW006603,SIG006603,BROADWAY,CAMPBELL,S,US 150,3.514,BROADWAY @ CAMPBELL,24 HOURS,KYTC,1, 1648207010924,
1210893.9525,278590.682500005,973,MPW006228,SIG006228,MAIN,PRESTON,S,US 31W,17.456,MAIN @ PRESTON,24 HOURS,KYTC,1, 1650341385142,
1217919.75,279716.25,974,MPW007144,SIG007144,FRANKFORT,STORY,S,US-42,0.675,FRANKFORT @ STORY,24 HOURS,KYTC,1, 1655123236183,
1219614.75,278808.625,975,MPW007329,SIG007329,FRANKFORT,STATE,S,US-60,0.237,FRANKFORT @ STATE,24 HOURS,KYTC,1, 1657823236139,
1200891.625,268744.25,976,MPW004390,SIG004390,15TH,HILL,M,,,15TH @ HILL,24 HOURS,METRO,1, 1662622042934,
1205255.0,271402.4375,977,MPW005354,SIG005354,OAK,7TH,M,,,OAK @ 7TH,24 HOURS,METRO,1, 1668147195899,
1205668.75,271347.25,978,MPW005448,SIG005448,OAK,6TH,M,,,OAK @ 6TH,24 HOURS,METRO,1, 1668247196009,
1207209,278132,979,MPW005702,SIG005702,5TH,JEFFERSON,M,,,5TH @ JEFFERSON,24 HOURS,METRO,1, 1672522073327,
1207166.25,277851.5625,980,MPW005698,SIG005698,5TH,LIBERTY,M,,,5TH @ LIBERTY,24 HOURS,METRO,1, 1673122073845,
1209736.25,278772.875,981,MPW006081,SIG006081,E MAIN ST,N BROOK ST,S,US 31W,17.699,E MAIN ST @ N BROOK ST,24 HOURS,KYTC,1, 1676007060707,
1203255.25,277744.625,982,MPW004905,SIG004905,13TH,MUHAMMAD ALI,M,,,13TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1682064427012,
1203739.0,277669.375,983,MPW005000,SIG005000,12TH,MUHAMMAD ALI,M,,,12TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1682265667012,
1205436.5,276103.8125,984,MPW005395,SIG005395,8TH,MAGAZINE,M,,,8TH @ MAGAZINE,24 HOURS,METRO,1, 1685718854128,
1198028.125,283859.625,985,MPW003770,SIG003770,BANK,26TH,S,KY-3082,1.09,BANK @ 26TH,24 HOURS,KYTC,1, 1710903706583,
1184962.87625,259242.40625,986,MPW001734,SIG001734,CANE RUN,KRAMERS,S,KY-1934,9.36,CANE RUN @ KRAMERS,24 HOURS,KYTC,1, 1768109343588,
1185537.50125,259774.21875,987,MPW001767,SIG001767,CANE RUN,FARNSLEY,S,KY-1934,9.63,CANE RUN @ FARNSLEY,24 HOURS,KYTC,1, 1769109342147,
1215715.875,255349.15625,988,MPW006930,SIG006930,PRESTON,I 264 RAMP,S,KY-61,8.3,PRESTON @ I 264 RAMP,24 HOURS,KYTC,1, 1791551449995,
1205046.625,255279.984999999,989,MPW005321,SIG005321,FLORENCE,3RD,S,I-264,0.65,FLORENCE @ 3RD,24 HOURS,KYTC,1, 1792722506438,
1193494.0,229989.65625,990,MPW002900,SIG002900,ARNOLDTOWN,3RD STREET,S,KY-907,3.99,ARNOLDTOWN @ 3RD STREET,24 HOURS,KYTC,1, 1959101706440,
1209467.75,228079.03125,991,MPW006045,SIG006045,NATIONAL,KY-841 RAMP,S,KY-1020,3.01,NATIONAL @ KY-841 RAMP,24 HOURS,KYTC,1,197234535E918,
1230307.75,225981.016249999,992,MPW008991,SIG008991,PRESTON,I 265 RAMP,S,KY-61,2.02,PRESTON @ I 265 RAMP,24 HOURS,KYTC,1, 1979651449996,
1199575.5,252432.21875,993,MPW004075,SIG004075,BICKNELL,TAYLOR,S,KY-1865,5.285,BICKNELL @ TAYLOR,24 HOURS,KYTC,1, 2011105256392,
1217163.0,242992.641249999,994,MPW007076,SIG007076,FERN VALLEY,I 65 RAMP,S,KY-1747,0.55,FERN VALLEY @ I 65 RAMP,24 HOURS,KYTC,1, 2064121909998,
1214512.5,243201.375,995,MPW006776,SIG006776,ASHBOTTOM,GRADE,M,,,ASHBOTTOM @ GRADE,24 HOURS,METRO,1, 2068101842594,
1201509.75,240629.71875,996,MPW004524,SIG004524,NEW CUT,PALATKA,S,KY-1865,3.01,NEW CUT @ PALATKA,24 HOURS,KYTC,1, 2078845534939,
1186632.75,247346.25,997,MPW001880,SIG001880,DIXIE,UPPER HUNTERS,S, US-31W,13.27,DIXIE @ UPPER HUNTERS,24 HOURS,KYTC,1, 2160816126709,
1186085.125,246035.25,998,MPW001809,SIG001809,DIXIE,MEYERS,S, US-31W,13.08,DIXIE @ MEYERS,24 HOURS,KYTC,1, 2172916124353,
1180575.25,243839.5625,999,MPW001353,SIG001353,LOWER HUNTERS,SKY BLUE,M,,,LOWER HUNTERS @ SKY BLUE,24 HOURS,METRO,1, 2180839696012,
1169839.875,239770.78125,1000,MPW000211,SIG000211,GREENWOOD,GREENBELT,S,KY-1934,4.44,GREENWOOD @ GREENBELT,24 HOURS,KYTC,1, 2186326538324,
1167909.75,222055.030000001,1001,MPW000105,SIG000105,LOWER RIVER,GREENBELT,S,KY-1934,1.03,LOWER RIVER @ GREENBELT,24 HOURS,KYTC,1, 2259639708324,
1231758.375,243536.734999999,1002,MPW009241,SIG009241,POPLAR LEVEL,JEFFERSON,S,KY-864,8.05,POPLAR LEVEL @ JEFFERSON,24 HOURS,KYTC,1,2,
1205586.435,264554.847499996,1003,MPW017866,SIG017866,4TH,UNITY,M,,,4TH @ UNITY,24 HOURS,METRO,1,290362305D964,
1212674.5,266638.6875,1004,MPW006528,SIG006528,BURNETT,HICKORY,M,,,BURNETT @ HICKORY,24 HOURS,METRO,3, 1391507742914,
1206325.0,244494.53125,1005,MPW005565,SIG005565,STEEDLY,STRAWBERRY,M,,,STEEDLY @ STRAWBERRY,24 HOURS,METRO,3, 1876861456193,
1215607.75,275308.75,1006,MPW018041,SIG006911,BAXTER,HULL,S,US 31E,16.185,BAXTER @ HULL,24 HOURS,KYTC,2, 1558004173017,
1225180.7,267378.584999993,1007,MPW018021,SIG007988,BARDSTOWN,PRINCETON,S,US 31E,,BARDSTOWN @ PRINCETON,24 HOURS,KYTC,2, 1382703845154,
1209810.5,275425.75,1008,MPW006089,SIG006089,FLOYD,GRAY,M,,,FLOYD @ GRAY,24 HOURS,METRO,3, 1644922542625,
1269666.8075,275238.382499993,1009,MPW016332,SIG016332,LEPANTO,MADISON,S,,,LEPANTO @ MADISON,24 HOURS,KYTC,3,271840939985,
1167324.61,226632.207499996,1010,MPW000099,SIG000099,ASHBY,GREENBELT,S,KY-1934,1.9,ASHBY @ GREENBELT,24 HOURS,KYTC,1, 2249901878324,
1222438.22750001,269472.709999993,1011,MPW018026,SIG007657,BARDSTOWN,BONNYCASTLE,S,US 31E,,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,2, 1362703840605,
1249942.25,281569.90625,1012,MPW012811,SIG012811,LYNDON,HERR,S,KY-2050,0.551,LYNDON @ HERR,24 HOURS,KYTC,3,  440927742901,
1194260.625,276787.125,1013,MPW003022,SIG003022,BROADWAY,31ST,M,,,BROADWAY @ 31ST,24 HOURS,METRO,3, 1296907026450,
1214505.75,269145.1875,1014,MPW006773,SIG006773,ELLISON,ST MICHAEL,M,,,ELLISON @ ST MICHAEL,24 HOURS,METRO,3, 1364919155805,
1224262.47125,268003.932500005,1015,MPW018018,SIG007988,BARDSTOWN,RICHMOND,S,US 31E,13.966,BARDSTOWN @ RICHMOND,24 HOURS,KYTC,2, 1725503845500,
1216003.75875001,278691.780000001,1016,MPW006967,SIG006967,CABEL,STORY,S,US 42 ,0.272,CABEL @ STORY,24 HOURS,KYTC,3, 1550508986183,
1206650.8475,277669.726249993,1017,MPW005619,SIG005619,CEDAR,6TH,M,,,CEDAR @ 6TH,24 HOURS,METRO,3, 1673510316009,
1218099.79625,272160.508750007,1018,MPW018037,SIG007065,BARDSTOWN,GRINSTEAD,S,US 31E,16.185,BARDSTOWN @ GRINSTEAD,24 HOURS,KYTC,2, 1604203842663,
1219351.375,271256.8125,1019,MPW018034,SIG007184,BARDSTOWN,LONGEST,S,US 31E,15.565,BARDSTOWN @ LONGEST,24 HOURS,KYTC,2, 1606703843932,
1202728.3425,244444.265000001,1020,MPW004795,SIG004795,3RD,KENWOOD,M,,,3RD @ KENWOOD,24 HOURS,METRO,3, 2072764387586,
1268966.985,275442.402500004,1021,MPW016265,SIG016265,OLD HARRODS CREEK,WILLOW STONE,S,,,OLD HARRODS CREEK @ WILLOW STONE,24 HOURS,KYTC,3,  587547548212,
1244210.75,237857.96875,1022,MPW011594,SIG011594,FEGENBUSH,NORLYNN,S,KY-864,5.182,FEGENBUSH @ NORLYNN,24 HOURS,KYTC,3,  940721634585,
1209482.47499999,274722.766249999,1023,MPW005976,SIG005976,FLOYD,JACOB,M,,,FLOYD @ JACOB,24 HOURS,METRO,3, 1623322543295,
1221993.41625001,269621.743750006,1024,MPW018025,SIG007657,BARDSTOWN,STEVENS,S,US 31E,14.5,BARDSTOWN @ STEVENS,24 HOURS,KYTC,2, 1517803846156,
1213224.25,270348.25,1025,MPW006600,SIG006600,OAK,SWAN,M,,,OAK @ SWAN,24 HOURS,METRO,3, 1353347186246,
1216938.625,273059.9375,1026,MPW018039,SIG007038,BAXTER,HIGHLAND,S,US 31E,,BAXTER @ HIGHLAND,24 HOURS,KYTC,2, 1602604172923,
1207249.87625,278383.25,1027,MPW005714,SIG005714,COURT,5TH,M,,,COURT @ 5TH,24 HOURS,METRO,3, 1672113012207,
1245247.25,297348.3125,1028,MPW011794,SIG011794,U S HIGHWAY 42,WOODSTONE,S,US-42,8.25,U S HIGHWAY 42 @ WOODSTONE,24 HOURS,KYTC,3,  400067127413,
1169474.625,237087.984999999,1029,MPW000125,SIG000125,GREENBELT,GLOBAL,S,KY-1934,3.908,GREENBELT @ GLOBAL,24 HOURS,KYTC,1, 2197483249899,
1230327.00125,250208.375,1030,MPW008994,SIG008994,INDIAN,JENNINGS,M,,,INDIAN @ JENNINGS,24 HOURS,METRO,3, 2085331493333,
1186908.375,277229.71875,1031,MPW001910,SIG001910,BROADWAY,SHAWNEE PARK ENTRANCE,M,,,BROADWAY @ SHAWNEE PARK ENTRANCE,24 HOURS,METRO,3, 1733307029384,
1199981.88875,274987.946250007,1032,MPW004166,SIG004166,BRECKINRIDGE,DIXIE,M,,,BRECKINRIDGE @ DIXIE,ACTUATED,METRO,4, 1312806581612,
1209945.5,276298.5625,1033,MPW006104,SIG006104,FLOYD,ABRAHAM FLEXNER,M,,,FLOYD @ ABRAHAM FLEXNER,24 HOURS,METRO,3, 1641822543401,
1222704.125,269312.125,1034,MPW018027,SIG007657,BARDSTOWN,BONNYCASTLE,S,US 31E,,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,2, 1362603840605,
1205439.41875,277402.066249996,1035,MPW000850,SIG000850,8TH,MUHAMMAD ALI,M,,,8TH @ MUHAMMAD ALI,24 HOURS,METRO,3, 1674018857012,
1223868.375,268332.875,1036,MPW018024,SIG007833,BARDSTOWN,ROANOKE,S,US 31E,,BARDSTOWN @ ROANOKE,24 HOURS,KYTC,2, 1725203845542,
1193334.375,248749.21875,1037,MPW002868,SIG002868,ESTATE,GAGEL,M,,,ESTATE @ GAGEL,24 HOURS,METRO,3, 2044519662455,
1271052.25,279133.6875,1038,MPW016448,SIG016448,EVERGREEN,WOODLAND,M,,,EVERGREEN @ WOODLAND,24 HOURS,METRO,3,  488719907293,
1216697.16500001,273478.548749998,1039,MPW018038,SIG007038,BAXTER,MORTON,S,US 31E,15.738,BAXTER @ MORTON,24 HOURS,KYTC,2, 1601604174471,
1226375.375,232400.53125,1040,MPW008395,SIG008395,BLUE LICK,FOREMAN,S,KY-1450,3.1,BLUE LICK @ FOREMAN,24 HOURS,KYTC,1, 1947305772265,
1223593.125,268565.375,1041,MPW018023,SIG007833,BARDSTOWN,SPEED,S,US 31E,,BARDSTOWN @ SPEED,24 HOURS,KYTC,2, 1724703846082,
1206772.895,278445.133750007,1042,MPW005643,SIG005643,CONGRESS,COURT,M,,,CONGRESS @ COURT,24 HOURS,METRO,3, 1672012571301,
1206125.25,224073.4375,1043,MPW005533,SIG005533,MANSLICK,MITCHELL HILL,S,KY-2055,1.416,MANSLICK @ MITCHELL HILL,24 HOURS,KYTC,3, 1988741644414,
1217174.25,278008.375,1044,MPW007078,SIG007078,MAIN,MELLWOOD,S,US 42,0.459,MAIN @ MELLWOOD,24 HOURS,KYTC,3, 1551941384326,
1194855.50125,269792.375,1045,MPW003092,SIG003092,HILL,28TH,M,,,HILL @ 28TH,24 HOURS,METRO,3, 1698229346570,
1220605.47875001,270351.182500005,1046,MPW018029,SIG007413,BARDSTOWN,EDGELAND,S,US 31E,,BARDSTOWN @ EDGELAND,24 HOURS,KYTC,2, 1608503841863,
1224950.145,267510.530000001,1047,MPW018020,SIG007988,BARDSTOWN,BOULEVARD NAPOLEON,S,US 31E,,BARDSTOWN @ BOULEVARD NAPOLEON,24 HOURS,KYTC,2, 1379703840617,
1193243.375,278924.25,1048,MPW002856,SIG002856,LOUIS COLEMAN JR,VERMONT,M,,,LOUIS COLEMAN JR @ VERMONT,24 HOURS,METRO,3,28216E9856851,
1218477.155,280294.287499994,1049,MPW007208,SIG007208,BROWNSBORO,STORY,S,US 42,0.83,BROWNSBORO @ STORY,24 HOURS,KYTC,3, 1653807246183,
1211091.495,276018.067499995,1050,MPW000550,SIG000550,CHESTNUT,JACKSON,S,KY 61,12.486,CHESTNUT @ JACKSON,24 HOURS,KYTC,3, 1643811133292,
1224580.7,267739.870000005,1051,MPW018019,SIG007988,ALFRESCO,BARDSTOWN,S,US 31E,,ALFRESCO @ BARDSTOWN,24 HOURS,KYTC,2, 1376900580384,
1219787.94125,270942.293750003,1052,MPW018035,SIG007184,BARDSTOWN,CHEROKEE,S,US 31E,,BARDSTOWN @ CHEROKEE,24 HOURS,KYTC,2, 1607703841099,
1249314.825,282862.200000003,1053,MPW012614,SIG012614,HERR,WESTLYNNE,M,,,HERR @ WESTLYNNE,24 HOURS,METRO,3,  438629018196,
1169846.96625,223158.823750004,1054,MPW000288,SIG000288,JANNA,MARILEE,M,,,JANNA @ MARILEE,24 HOURS,METRO,3, 2255733154200,
1233516.75,293816.748750001,1055,MPW009477,SIG009477,RIVER,WATERGLEN,M,,,RIVER @ WATERGLEN,24 HOURS,METRO,3, 245728199D932,
1215814.48,274961.34375,1056,MPW018042,SIG006911,BAXTER,ROGERS,S,US 31E,16.185,BAXTER @ ROGERS,24 HOURS,KYTC,2, 1556604175583,
1215637.0,276304.875,1057,MPW006925,SIG006925,COOPER,LEXINGTON,M,,,COOPER @ LEXINGTON,24 HOURS,METRO,4, 1553912713838,
1216396.66,273976.853750005,1058,MPW018044,SIG006911,BAXTER,BRECKINRIDGE,S,US 31E,16.185,BAXTER @ BRECKINRIDGE,24 HOURS,KYTC,2, 1557504170657,
1223461.80125,268677.558750004,1059,MPW018022,SIG007833,BARDSTOWN,DEER PARK,S,US 31E,14.174,BARDSTOWN @ DEER PARK,24 HOURS,KYTC,2, 1368403841551,
1221056.31874999,270025.458749995,1060,MPW018030,SIG007413,BARDSTOWN,EASTERN,S,US 31E,,BARDSTOWN @ EASTERN,24 HOURS,KYTC,2, 1517403841835,
1260848.87625,245839.6875,1061,MPW015000,SIG015000,BILLTOWN,MARY DELL,S,KY-1819,,BILLTOWN @ MARY DELL,24 HOURS,KYTC,3,  898201884236,
1272825.0,268102.25,1062,MPW016651,SIG016651,ELLINGSWORTH,TUCKER STATION,M,,,ELLINGSWORTH @ TUCKER STATION,24 HOURS,METRO,3,   83719126551,
1218427.00375,271923.023750007,1063,MPW018032,SIG007184,BARDSTOWN,PATTERSON,S,US 31E,15.3,BARDSTOWN @ PATTERSON,24 HOURS,KYTC,2, 1605003844985,
1218830.65000001,271632.918750003,1064,MPW018033,SIG007184,BARDSTOWN,BEECHWOOD,S,US 31E,,BARDSTOWN @ BEECHWOOD,24 HOURS,KYTC,2, 1605903840464,
1216124.59,274436.837500006,1065,MPW018043,SIG006911,BAXTER,BROADWAY,S,US 31E,16.185,BAXTER @ BROADWAY,24 HOURS,KYTC,2, 1557304170701,
1175701.75,218070.5625,1066,MPW001904,SIG001904,DEERING HEIGHTS,WOODRIDGE,S,,,DEERING HEIGHTS @ WOODRIDGE,24 HOURS,KYTC,3, 2305815507298,
1238001.0,277116.1875,1067,MPW010426,SIG010426,FAIRFAX,SHELBYVILLE,S,US-60,3.8,FAIRFAX @ SHELBYVILLE,24 HOURS,KYTC,3,  257421125940,
1217152.25,272842.25,1068,MPW018036,SIG007065,BARDSTOWN,BAXTER,S,US 31E,,BARDSTOWN @ BAXTER,24 HOURS,KYTC,2, 1602803840417,
1217036.66125,272943.284999996,1069,MPW018040,SIG007038,BARDSTOWN,BAXTER,S,US 31E,,BARDSTOWN @ BAXTER,24 HOURS,KYTC,2, 1602803840417,
1220184.99250001,270655.002499998,1070,MPW018028,SIG007413,BARDSTOWN,MIDLAND,S,US 31E,14.897,BARDSTOWN @ MIDLAND,24 HOURS,KYTC,2, 1608003844370,
1191451.75,279615.6875,1071,MPW002592,SIG002592,AMY,MUHAMMAD ALI,M,,,AMY @ MUHAMMAD ALI,24 HOURS,METRO,3, 1267201087012,
1218901.23,280226.625,1072,MPW007281,SIG007281,BROWNSBORO,MELLWOOD,S,US 42,0.9,BROWNSBORO @ MELLWOOD,24 HOURS,KYTC,3, 1653907244326,
1207068.045,274118.293750003,1073,MPW000824,SIG000824,GOLDEN RULE,4TH,M,,,GOLDEN RULE @ 4TH,24 HOURS,METRO,3,29323F3222305,
1202733.68000001,271223.783749998,1074,MPW004798,SIG004798,ORMSBY,12TH,S,,,ORMSBY @ 12TH,24 HOURS,KYTC,3, 1346548036566,
1264704.0175,276950.739999995,1075,MPW015714,SIG015714,DORSEY,WATERLOO,S,,,DORSEY @ WATERLOO,24 HOURS,KYTC,3, 242551660D811,
1197082.375,266426.4375,1076,MPW003551,SIG003551,BERNHEIM,DIXIE,S,US 31,17.51,BERNHEIM @ DIXIE,24 HOURS,KYTC,3, 1394305041612,
1221453.49625,269786.416250005,1077,MPW018031,SIG007413,BARDSTOWN,SHERWOOD,S,US 31E,,BARDSTOWN @ SHERWOOD,24 HOURS,KYTC,2, 1517603845965,
1241604.25125,269568.6875,1078,MPW011171 ,SIG011171 ,BRECKENRIDGE LN,DUTCHMANS LN,S,KY-1932,3.8,BRECKENRIDGE LN @ DUTCHMANS LN,24 HOURS,KYTC,1,  532306561717,
1191627.0,254086.71875,1079,MPW031109,SIG031109,DIXIE HWY,I 264 WEST RAMP,S,US-31W,14.96,DIXIE HWY @ I 264 WEST RAMP,24 HOURS,KYTC,1, 1806828949995,
1275621.75,252859.84375,1080,MPW015523,SIG015523,TAYLORSVILLE RD,PLEASANT GLEN DR,S,KY-155,6.625,TAYLORSVILLE RD @ PLEASANT GLEN DR,24 HOURS,KYTC,1,  81666394D188,
1264583.87125,216296.703749999,1081,MPW031241,SIG031241,BARDSTOWN RD,BROAD RUN PKY,S,US-31E,0.787,BARDSTOWN RD @ BROAD RUN PKY,24 HOURS,KYTC,1,28937F247D258,
1261842.75,221453.9375,1082,MPW031240,SIG031240,BARDSTOWN RD,THIXTON LN,S,US-31E,1.925,BARDSTOWN RD @ THIXTON LN,24 HOURS,KYTC,1, 1008903846465,
1208688.375,278418.40625,1083,MPW005889,SIG005889,MARKET ST,S 2ND ST,S,US-31W,22.035,MARKET ST @ S 2ND ST,24 HOURS,KYTC,1, 1676242145872,
